Protein ID,H53_EL_RM_vs_H53_LL_RM,H53_EL_RM_vs_H53_LL_RM_PEP,2174_EL_RM_vs_2174_LL_RM,2174_EL_RM_vs_2174_LL_RM_PEP,2176_EL_RM_vs_2176_LL_RM,2176_EL_RM_vs_2176_LL_RM_PEP,H53_EL_RM_vs_2174_EL_RM,H53_EL_RM_vs_2174_EL_RM_PEP,2176_LL_RM_vs_H53_LL_RM,2176_LL_RM_vs_H53_LL_RM_PEP,H53_EL_RM_vs_H53_EL_CM,H53_EL_RM_vs_H53_EL_CM_PEP,2176_EL_RM_vs_2176_EL_CM,2176_EL_RM_vs_2176_EL_CM_PEP,H53_EL_RM_vs_2176_EL_RM,H53_EL_RM_vs_2176_EL_RM_PEP,H53_EL_CM_vs_2176_EL_CM,H53_EL_CM_vs_2176_EL_CM_PEP,H53_LL_RM_vs_H53_EL_CM,H53_LL_RM_vs_H53_EL_CM_PEP
HVO_0120 [D4GYW6] (ftsY) signal recognition particle receptor FtsY,-0.122442332,0.647665694,-0.275402814,0.239008859,-0.120896864,0.669709398,0.280049317,0.11381243,0.000142885,0.975156661,-0.020838981,0.915198845,-0.002398243,0.962491902,0.124464723,0.959254758,0.13957541,0.980646291,0.084338495,0.638465606
HVO_0119 [D4GYW5] (pfdA) prefoldin alpha subunit,-1.204546073,0.39447478,0.168685004,0.455530942,0,1,-0.580152343,0.817914429,-0.069578897,0.928362456,-0.932175654,0.744736483,0,1,-1.103231406,0.897005445,4.582559803,1,-0.726226124,0.460345569
HVO_0118 [D4GYW4] (rpl20e) 50S ribosomal protein L20e,-0.782801728,0.000290921,-0.594441579,0.000270027,-0.649998267,0.000314563,0.066478616,0.961761462,-0.287633649,0.804345061,0.080283094,0.912395913,-0.072447008,0.956750865,0.10818906,0.97157447,-0.07117792,0.984222327,0.850701521,0.000315019
HVO_0117 [D4GYW3] (tif6) translation initiation factor aIF-6,-0.526714691,0.001455334,-0.321340937,0.103180978,-0.708543438,0.000314668,-0.150009214,0.897507152,0.169417119,0.951378885,-0.094276068,0.911723142,-0.310770118,0.703477778,0.06274887,0.981816098,-0.1746471,0.97364753,0.504192471,0.001890917
HVO_0116 [D4GYW2] (rpl31e) 50S ribosomal protein L31e,-1.758490427,0.000290921,-1.151923033,0.000270027,-1.262565821,0.000314563,-0.268080934,0.784954835,-0.13553103,0.954719407,-0.398067475,0.134675485,-0.059428429,0.952744389,-0.415178611,0.411115655,-0.024642679,0.983821235,1.299940328,0.000315019
HVO_0115 [D4GYW1] (rpl39e) 50S ribosomal protein L39e,-1.125689536,0.00058206,-1.451126548,0.000270027,-1.384177717,0.000314563,0.286716775,0.816296277,-0.165159542,0.942120641,0.216437748,0.857250717,-0.058437398,0.940902134,0.480027465,0.795004691,0.202661883,0.976255118,1.320326404,0.000315019
"HVO_0114 [D4GYW0] (thpR) RNA 2',3'-cyclic 3'-phosphodiesterase",1.481733189,0.000290921,1.097013055,0.000270027,1.249408569,0.000314563,-0.069733223,0.937505824,0.411837279,0.741134835,-0.157292544,0.882211857,0.029014986,0.937926981,-0.10384779,0.964335894,0.163584411,0.977810135,-1.496459181,0.000315019
HVO_0112 [D4GYV8] tetratricopeptide repeat protein,0.118244367,0.177621581,0.920063676,0.002161895,0.922679728,0.215430515,-0.553528309,0.814869464,0.160618712,0.9324231,-0.009594669,0.635106884,0.489643745,0.871921618,-0.392889487,0.909947319,-0.083998286,0.971724812,-0.30432846,0.489619585
HVO_0110 [D4GYV6] sensor box histidine kinase,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
HVO_0109 [D4GYV5] (sufS1) cysteine desulfurase,-0.521110264,0.000290921,-0.591953819,0.000270027,-0.585845606,0.000314563,0.054676521,0.973981233,0.014465384,0.990109697,-0.03642575,0.968198832,-0.285665006,0.416555704,0.083663178,0.975990636,-0.09321813,0.985200371,0.450652156,0.000315019
HVO_0108 [D4GYV4] (mscS8) mechanosensitive channel protein MscS,0.504874247,0.382780732,1.11217673,0.336545006,0.345597298,0.481264165,-0.069393652,0.862097229,-0.23849634,0.939488376,0.518932762,0.759631541,0.207826037,0.882289431,0.379101425,0.926271023,0.024660814,0.966843997,0.220660571,0.499287856
HVO_0107 [D4GYV3] (iscU) iron-sulfur cluster assembly protein,-0.323631681,0.274479488,-0.029131471,0.715516789,0.026587279,0.706183111,-0.464533079,0.120027251,0.349407404,0.853109149,-0.619800453,0.003893122,0.053458438,0.95289305,-0.748927161,0.004432964,0.058822,0.982476769,-0.337096143,0.342567894
HVO_0105 [D4GYV1] FAD-dependent oxidoreductase,0.219371468,0.417976292,0.824849979,0.00270271,1.515276336,0.000314563,-0.461663019,0.838170746,-0.442027532,0.68238793,-0.063110363,0.833040782,0.21604046,0.891772514,-0.533789194,0.878411958,-0.17894908,0.962865485,-0.554793905,0.410337883
HVO_0104 [Q48328] (radA) DNA repair and recombination protein RadA,-0.458110243,0.000290921,-0.547938208,0.000270027,-0.456317254,0.000314563,0.040398867,0.9768881,0.10565003,0.958480284,0.006578481,0.979464413,-0.012806898,0.981328798,-0.086577582,0.977764351,-0.143659568,0.972280219,0.493149624,0.000315019
HVO_0103 [D4GYU9] conserved hypothetical protein,0.821579883,0.045698581,0.377752602,0.322755503,0.827718587,0.000944038,0.156415002,0.894788595,0.028672078,0.962522372,0.226401896,0.845708002,0.109619811,0.925884447,-0.073205152,0.955474132,-0.12099152,0.970431437,-0.555046923,0.294523999
HVO_0102 [D4GYU8] (htpX1) HtpX-like protease,-0.126821273,0.584783907,-0.344693961,0.393829308,-0.132646366,0.613422945,0.213554462,0.893871947,-0.042278188,0.948338314,0.083126236,0.863324293,0.193919422,0.91170736,0.068676485,0.956897106,0.137030323,0.974960593,0.209818781,0.549799846
HVO_0101 [D4GYU7] (gptA1) probable phosphoribosyltransferase,1.304055186,0.000290921,1.345870468,0.000270027,0.683332731,0.086024893,-0.310584726,0.842825481,0.366099357,0.803776725,-0.090887412,0.865150009,-0.122888412,0.918502822,0.199539465,0.955113272,0.235450742,0.967900324,-1.268030988,0.023666211
HVO_0100 [D4GYU6] NMD3 family protein,-0.535989399,0.005533551,-0.64712808,0.000270027,-0.728333669,0.000314563,0.081836656,0.945113784,0.032948823,0.971305946,-0.047133433,0.938641575,-0.090218926,0.96161583,0.050009007,0.984968816,-0.019964542,0.991975949,0.509349799,0.000315019
HVO_0099 [D4GYU4] helicase domain protein,0.072305075,0.607810053,0.196795104,0.451895146,-0.03447696,0.497257643,-0.316978134,0.8519642,-0.328495603,0.90915681,0.209547251,0.816923733,0.296711185,0.887184559,0.064432471,0.945853151,0.318702205,0.96851957,0.110925626,0.560877087
HVO_0097 [D4GYU2] conserved hypothetical protein,0,1,0,1,0,1,0,1,0.122376787,0.944802189,0,1,0,1,0,1,0,1,-0.213758117,1
HVO_0096 [D4GYU1] arNOG08307 family NADH-binding domain protein,0,1,0,1,0,1,0,1,-0.017836058,0.951958102,0,1,0,1,0,1,0,1,0.437664733,1
HVO_0093 [D4GYT8] conserved hypothetical protein,-0.188763184,0.265364663,-0.187856295,0.497916859,-0.243618195,0.155287441,-0.101427929,0.889208163,0.088741966,0.977972383,-0.264030571,0.803153027,-0.106430382,0.919017147,-0.044347519,0.955414133,-0.038550099,0.97686725,-0.069755164,0.604986332
HVO_0091 [D4GYT6] PHP domain protein,0.770352702,0.377271611,0,1,0.87364314,0.44240332,2.2702676,1,0.317592527,0.930203065,2.268965419,1,0.110455163,0.8769173,-0.712471466,0.919715568,0,1,-1.143710273,0.377045916
HVO_0090 [D4GYT5] conserved hypothetical protein,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
HVO_0087 [D4GYT2] (hemB) porphobilinogen synthase,-0.433638013,0.005825037,0.004003524,0.832322008,0.052921488,0.761351149,-0.352018246,0.015035886,-0.101594594,0.970929667,-0.484834284,0.001299785,0.022905102,0.969522296,-0.349037865,0.050915553,0.123566753,0.979961849,-0.136076694,0.60599902
HVO_0085 [D4GYT0] GlnK-type ammonia transport regulator,-0.902263585,0.129565939,-1.29859772,0.023901815,-1.144046129,0.044168104,0.541112266,0.738545925,-0.099112411,0.941750421,0.208230214,0.795452599,-0.005844721,0.926557976,0.37556031,0.927446874,0.156379146,0.971910959,1.094780354,0.035998248
HVO_0083 [D4GYS8] GlnK-type ammonia transport regulator<|>HVO_0085 [D4GYT0] GlnK-type ammonia transport regulator,-0.05658405,0.505799555,0.388254186,0.448924561,-0.082346889,0.530002807,-0.126258376,0.874655157,-0.028850944,0.94009851,-0.221257692,0.789531908,0.146666684,0.887451186,0.094088854,0.947907111,0.433294697,0.957729027,-0.189152515,0.524340809
HVO_0083 [D4GYS8] GlnK-type ammonia transport regulator,0.139917865,0.625432925,0.288299883,0.119103897,0.131737958,0.654075643,-0.288401946,0.386377818,0.103491481,0.970026006,-0.265422813,0.497584326,-0.222746809,0.836992437,-0.102354054,0.974154855,-0.016530387,0.986467428,-0.415775742,0.020506975
"HVO_0081 [D4GYS6] (hemL) glutamate-1-semialdehyde 2,1-aminomutase",0.362276699,0.006699644,0.495029223,0.000270027,0.458030316,0.000314563,-0.237594589,0.338727996,-0.054898234,0.984824302,-0.147689325,0.767164995,-0.067522113,0.976148621,-0.079291965,0.977723784,0.039664677,0.992232623,-0.527478867,0.000315019
HVO_0079 [D4GYS4] conserved hypothetical protein,0,1,0,1,0,1,0,1,3.661050373,1,0,1,0,1,0,1,2.385809012,1,0,1
HVO_0078 [D4GYS3] (hemC) hydroxymethylbilane synthase (porphobilinogen deaminase),-0.202717958,0.277942925,-0.388823787,0.001350928,-0.240400666,0.183537177,0.228744034,0.592033967,-0.067165841,0.979245994,0.116160843,0.888132378,0.039012548,0.970324974,0.108571381,0.971208733,0.038229296,0.991055376,0.276466449,0.103661151
HVO_0077 [D4GYS2] (sirA) uroporphyrin-III C-methyltransferase,-0.681884938,0.427485163,-0.17377871,0.537986006,-0.229011547,0.506266951,-0.609661186,0.830964531,0.455055699,0.90231362,-0.71444199,0.733393596,0.11351909,0.907703387,-0.741821784,0.900421186,-0.004184202,0.967523587,0.040066887,0.541081995
HVO_0076 [D4GYS1] (hemD) uroporphyrinogen-III synthase,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,4.865082342,1
HVO_0075 [D4GYS0] major facilitator superfamily transport protein,-0.76454203,0.307041786,-1.083456266,0.356433802,-0.562411612,0.457661138,0.528619456,0.827160293,-0.461926886,0.906895037,0.477952321,0.774974036,0.316653861,0.885843132,0.234010978,0.918719108,0.014264032,0.958428268,1.265684774,0.390874886
HVO_0074 [D4GYR8] polyphosphate-dependent ADP phosphorylase,0.826601006,0.388298229,1.322428127,0.096109759,0.82166524,0.396461177,0.24970988,0.845284227,-0.024304412,0.939794081,0.234692935,0.809200768,0.233178038,0.888644237,0.012249565,0.932145637,-0.03218626,0.965222436,-0.598057802,0.434809725
HVO_0073 [D4GYR9] (recJ1) single-stranded-DNA-specific exonuclease RecJ1,-0.205637655,0.224478757,0.025856397,0.647965157,-0.20005491,0.51896258,-0.335815101,0.737672312,-0.03824976,0.979367651,-0.3626395,0.689919868,-0.246203479,0.855755533,0.02830267,0.973146308,0.13188084,0.97973017,-0.185953743,0.601274125
HVO_0070 [D4GYR5] NifU C-terminal domain protein,-0.224038875,0.50546417,0.16954593,0.453547087,0.464825023,0.28901245,-0.258204403,0.849594418,-0.141695985,0.957014018,-0.288575122,0.776371214,0.521324152,0.667161953,-0.563896841,0.741355767,0.139810188,0.975664124,-0.129325316,0.592505934
HVO_0069 [D4GYR4] AlkP-core domain protein,-0.221372903,0.54592909,-0.027876881,0.716989896,0.041045193,0.682985992,-0.103155829,0.894919114,-0.03499947,0.968618965,-0.264364079,0.812072245,-0.135060785,0.944118612,-0.039075975,0.95666219,0.142909634,0.980448284,-0.090088289,0.669350109
HVO_0068 [D4GYR3] (panE) 2-dehydropantoate 2-reductase,0.866312141,0.010492179,0.644591087,0.215639127,0.210209344,0.546086393,-0.047090181,0.884544947,0.478596839,0.901709224,0.18601684,0.844631476,-0.140923452,0.915790293,0.203588042,0.946269002,-0.126939385,0.969845083,-0.668297088,0.166713256
HVO_0067 [D4GYR2] small CPxCG-related zinc finger protein,0,1,0,1,0,1,0,1,0.492317145,0.911904813,0,1,0,1,0,1,0,1,-0.065339329,1
HVO_0066 [D4GYR1] PQQ repeat protein,-1.54852336,0.231001444,-1.240838911,0.291720578,-1.270777142,0.350106702,-0.154976753,0.85546138,-0.332624606,0.90504346,2.40352635,1,0.949869142,1,0.039948447,0.926362113,0,1,2.955578542,1
HVO_0065 [D4GYR0] (polD2) DNA-directed DNA polymerase D large subunit,-1.239206445,0.000290921,-1.203853559,0.000270027,-0.775125734,0.000314563,0.164020139,0.875538766,-0.431553658,0.267368304,0.233385923,0.690843743,0.213109582,0.854913886,0.025770485,0.990925042,-0.03821788,0.989555333,1.44278812,0.000315019
HVO_0064 [D4GYQ9] DUF296 family protein,0.076963439,0.425515777,0.483359778,0.389966081,0.694204423,0.324570676,-0.655045213,0.811152869,0.16834428,0.932842782,-0.331620466,0.771923109,0.153811046,0.910939387,-0.822014924,0.879808816,-0.341316042,0.96380731,-0.373695564,0.448729257
HVO_0062 [D4GYQ7] (dppA1) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide),0.989711028,0.000290921,0.997949044,0.000270027,1.370080019,0.000314563,0.180910162,0.705259416,-0.107504995,0.970217431,0.439565339,0.001299785,0.645518635,0.002611017,-0.16004217,0.90537209,0.09166632,0.988347005,-0.496621582,0.000315019
HVO_0061 [D4GYQ6] (dppB1) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide),-0.44065223,0.374358402,-0.761860736,0.001350928,-0.079492318,0.654754792,0.476646625,0.632113055,-0.270749864,0.940326,0.419563155,0.661942534,0.030035188,0.931251538,-0.048570696,0.957072712,-0.285204341,0.960099778,0.849889052,0.026194429
HVO_0060 [D4GYQ5] (dppC1) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide),-0.825724282,0.000290921,-0.783593036,0.000270027,-0.491322321,0.065704825,0.084133363,0.927889051,-0.286316061,0.838483402,0.056856991,0.915463895,0.202478516,0.905419234,-0.061913348,0.973937215,0.07284338,0.983053379,0.884616751,0.000315019
HVO_0059 [D4GYQ4] (dppD1) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide),-0.523245576,0.000290921,-0.594608259,0.000270027,-0.337507195,0.004091596,0.281915899,0.139748545,-0.252413246,0.546938266,0.077069906,0.929801566,0.099183351,0.955458076,-0.011278341,0.991232632,0.021753876,0.992684186,0.647555013,0.000315019
HVO_0058 [D4GYQ3] (dppF1) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)<|>HVO_0627 [D4GSM3] (dppDF2) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)<|>HVO_2444 [D4GT12] (dppF5) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide) (nonfunctional),-0.344641137,0.484729711,-0.783235889,0.30098694,-0.286966642,0.511610216,0.518752924,0.791246729,-0.212411783,0.943365269,0.463024664,0.784160797,0.48382,0.875903725,0.142181844,0.941991597,0.167258592,0.965844402,0.761694492,0.319984045
HVO_0058 [D4GYQ3] (dppF1) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide),-0.45588123,0.000290921,-0.634538297,0.000270027,-0.36552703,0.004091596,0.239975271,0.263604906,-0.252018459,0.433673281,0.134997383,0.833792662,0.110557051,0.949799024,0.147501332,0.915027526,0.153787272,0.962046392,0.583757975,0.000315019
HVO_0056 [D4GYQ1] conserved hypothetical protein,-0.225513564,0.492742118,0.259595513,0.415192038,0.406469834,0.489923637,-0.383706821,0.815686042,-0.127879861,0.925930942,-0.549816594,0.775440525,0.218150848,0.901075982,-0.558731814,0.91138335,0.526527386,0.956796304,-0.302088827,0.497286662
HVO_0055 [D4GYQ0] CBS domain protein,-0.098332862,0.511841686,-0.075023393,0.755598493,0.014085338,0.809260304,-0.11808591,0.873766899,0.279455999,0.510287691,-0.198087081,0.767404778,0.081114195,0.959423266,-0.37474343,0.764300426,-0.091937505,0.987279981,-0.04962787,0.753031743
HVO_0054 [D4GYP9] (glyS) glycine--tRNA ligase,-0.519906193,0.000873127,-0.520911738,0.000270027,-0.450939339,0.000629347,-0.045708491,0.975661389,-0.063678287,0.981316064,-0.117043317,0.885873298,-0.286640973,0.604653415,0.113295723,0.972118526,-0.040403388,0.992396179,0.378938991,0.013876331
HVO_0052 [D4GYP7] probable Kef-type transport system accessory protein,0.572858335,0.155336969,0.691583215,0.030466987,0.776357901,0.029945986,-0.293969953,0.851627557,0.153111714,0.960252695,-0.51377611,0.615757479,0.404235934,0.856592325,-0.442167983,0.903951386,0.458680244,0.956406054,-1.100519011,0.00063026
HVO_0051 [D4GYP6] (kef2) Kef-type transport system (probable substrate potassium),0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
HVO_0049 [D4GYP4] (argG) argininosuccinate synthase,-1.315000237,0.000290921,-1.126813457,0.000270027,-0.99799697,0.000314563,-0.109971239,0.920581587,-0.268404781,0.644104803,-0.215401651,0.619181617,-0.168448818,0.901553071,-0.028035526,0.983254634,0.078143365,0.986672913,1.125529868,0.000315019
HVO_0048 [D4GYP3] (argH) argininosuccinate lyase,-0.718424183,0.000290921,-0.41568438,0.005138076,-0.518982558,0.001573456,-0.405145122,0.064846623,0.09703399,0.966366552,-0.39626735,0.02803535,-0.107545775,0.953706615,-0.215556961,0.88088201,0.026218192,0.989371565,0.34099482,0.065476386
HVO_0046 [D4GYP1] (argX) probable glutamate--argW ligase,-1.752459681,0.000290921,-1.424949214,0.000270027,-1.347544452,0.000314563,-0.097780301,0.940886953,-0.208016706,0.941303629,0.129881032,0.882058027,0.349866367,0.650616391,-0.162454225,0.940954141,0.055741587,0.987895061,1.860072839,0.000315019
HVO_0045 [D4GYP0] (argC) probable [ArgW]-L-glutamate phosphate reductase,-0.71680849,0.000290921,-0.770748826,0.001080674,-0.601343801,0.003147205,-0.030267025,0.940791504,-0.121607354,0.951893992,-0.000810157,0.926181919,0.064944742,0.952147447,-0.013388081,0.977683184,0.089276999,0.983618511,0.729820408,0.000315019
HVO_0044 [D4GYN9] (argB) probable [ArgW]-glutamate kinase,-0.876000484,0.000290921,-0.815478458,0.000270027,-0.790587729,0.000314563,-0.102589357,0.922986512,0.016121675,0.97139963,-0.041036776,0.923393528,-0.049376391,0.956106672,-0.079566864,0.975906651,-0.130998287,0.982529672,0.879564953,0.000315019
HVO_0043 [D4GYN8] (argD) probable [ArgW]-glutamate semialdehyde aminotransferase,-0.935085457,0.00058206,-0.943044652,0.000270027,-1.012185603,0.000314563,-0.094055897,0.932425468,0.175121995,0.932842782,-0.023942863,0.906402717,-0.133901497,0.939722346,-0.069245262,0.96323791,-0.158085775,0.978483833,0.833763625,0.000315019
HVO_0042 [D4GYN7] (argE) probable [ArgW]-ornithine hydrolase,-1.815632785,0.012828124,-1.998457556,0.027181894,-2.080962164,0.025210599,-0.018584114,0.877146764,-0.221131558,0.924267745,0.134762531,0.824037365,-0.04922803,0.940398168,0.376037292,0.917201103,-0.25944521,0.965087795,2.114494361,0.003151758
HVO_0041 [D4GYN6] (argF) ornithine carbamoyltransferase,-1.105475491,0.151991217,-0.665304803,0.18867867,-1.31426902,0.328167317,-0.400437686,0.8691021,0.189262234,0.934416831,-0.474780332,0.785288338,-0.501851402,0.909276649,-0.339277745,0.92253728,0.062109875,0.96486231,0.82061646,0.351420819
HVO_0040 [D4GYN5] conserved hypothetical protein,0,1,0,1,0,1,0,1,-0.353367227,0.918062934,0,1,0,1,0,1,2.847154186,1,-6.004697506,0.000315019
HVO_0039 [D4GYN4] (rad3b) DNA repair helicase Rad3,0.756668905,0.011951959,0.916073351,0.000270027,0.820694996,0.000314563,-0.089490018,0.941932479,-0.06945299,0.979610131,0.117841548,0.891110077,0.122794516,0.922553299,-0.063233829,0.967017984,0.173544478,0.97364753,-0.723943579,0.000315019
HVO_0038 [D4GYN3] (cyc1) cytochrome P450,0.277221837,0.492073752,0.177970825,0.526712572,0.420994333,0.473943672,-0.272365231,0.878739481,0.337575537,0.757347766,-0.192631278,0.830581801,0.121321231,0.923642007,-0.335141887,0.932900934,0.177943419,0.966715149,-0.519973427,0.436134454
HVO_0037 [D4GYN2] phosphodiesterase domain protein,-0.583469811,0.086633663,-0.247917432,0.528758354,-0.32099557,0.513948929,-0.320592735,0.785427342,-0.133426334,0.954101898,-0.521361334,0.346722105,-0.613625859,0.642665692,-0.04886898,0.960372603,-0.148905131,0.975763385,0.040422142,0.627968741
HVO_0035 [D4GYN0] stomatin family protein<|>HVO_0801 [D4GUA4] stomatin family protein<|>HVO_0851 [-] spurious ORF,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
HVO_0035 [D4GYN0] stomatin family protein<|>HVO_0801 [D4GUA4] stomatin family protein,2.441355747,0.000290921,1.90039724,0.000270027,2.110123695,0.000314563,0.214262659,0.825035435,0.275599789,0.911904813,0.741116593,0.001299785,0.395589324,0.797270094,0.037058012,0.970794344,-0.268222661,0.96481705,-1.707085736,0.000315019
HVO_0035 [D4GYN0] stomatin family protein,1.551855114,0.000290921,1.576122917,0.000270027,1.341717391,0.000314563,-0.040420439,0.959132401,0.354580507,0.260107113,0.293042975,0.094387468,0.348629441,0.071200599,0.024376509,0.98318188,0.057667202,0.991679198,-1.289357505,0.000315019
HVO_0034 [D4GYM9] thioesterase domain protein,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
HVO_0030 [D4GYM5] NUDIX family hydrolase (homolog to 8-oxo-dGTP phosphatase),0.117750096,0.537124082,0.613058501,0.381617666,0.265334399,0.455669461,-0.590963987,0.813638274,0.188896694,0.934334795,-0.280387627,0.81471116,-0.089411941,0.897806251,-0.294505824,0.943375219,-0.075364564,0.982949405,-0.384492382,0.517987393
