"Protein.ID","H53_EL_RM_vs_H53_LL_RM_PEP","X2174_EL_RM_vs_2174_LL_RM_PEP","X2176_EL_RM_vs_2176_LL_RM_PEP","H53_EL_RM_vs_2174_EL_RM_PEP","X2176_LL_RM_vs_H53_LL_RM_PEP","H53_EL_RM_vs_H53_EL_CM_PEP","X2176_EL_RM_vs_2176_EL_CM_PEP","H53_EL_RM_vs_2176_EL_RM_PEP","H53_EL_CM_vs_2176_EL_CM_PEP","H53_LL_RM_vs_H53_EL_CM_PEP"
"2054","HVO_0688 [D4GT28] conserved hypothetical protein",1,1,1,1,1,1,1,1,1,1
"2055","HVO_0687 [D4GT26] M20 family amidohydrolase",0.373387853,0.538670947,0.544074317,0.906726696,0.87584185,0.860980434,0.894951248,0.95981626,0.944938027,0.266862723
"2056","HVO_0685 [D4GT24] DUF3100 family protein",0.401965726,0.491191556,0.297806727,0.863992999,0.924361053,0.823060858,0.904841334,0.943806444,0.975263986,0.487953703
"2057","HVO_0684 [D4GT23] (gatB) aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B",0.062844389,0.000270027,0.000314563,0.774536785,0.940628216,0.856051888,0.94895197,0.902264556,0.994704873,0.000315019
"2058","HVO_0683 [D4GT21] conserved hypothetical protein",0.243146858,1,0.248739471,1,0.272138553,0.748339167,0.826161728,0.915237017,0.962095057,0.508298802
"2059","HVO_0682 [D4GT18] (mrr) probable Mrr family endonuclease",0.632713553,0.690241957,0.59991397,0.915307445,0.948943992,0.897813438,0.929771602,0.962601155,0.977121478,0.579706325
"2060","HVO_0681 [D4GT20] (topA) DNA topoisomerase 1",0.881536533,0.337173769,0.918801933,0.933335605,0.917050085,0.984475258,0.962088598,0.975611645,0.934568005,0.850321052
"2061","HVO_0680 [D4GT16] (pcrB1) (S)-3-O-geranylgeranylglyceryl phosphate synthase 1",0.239093776,0.482811552,0.314769302,0.794436813,0.949809491,0.723839221,0.91268741,0.909947319,0.976771382,0.398786874
"2062","HVO_0677 [D4GT09] (aspS) aspartate--tRNA(Asp/Asn) ligase",0.000290921,0.000270027,0.000314563,0.95653235,0.972097402,0.957189116,0.975629955,0.994567717,0.989020756,0.000315019
"2063","HVO_0676 [D4GT08] DUF2078 family protein",0.286458333,0.3441015,1,0.837262127,0.915299862,0.795669458,1,1,0.951920256,0.443092529
"2064","HVO_0675 [D4GT07] pantoate kinase",0.399358429,0.109706751,0.259438789,0.937407983,0.942562399,0.906678741,0.910608711,0.971756425,0.972754296,0.292568581
"2065","HVO_0674 [D4GT06] 4-phosphopantoate--beta-alanine ligase",0.44031212,0.494551835,0.635419691,0.860341223,0.896084902,0.800184233,0.905994369,0.936723879,0.975730332,0.581726099
"2066","HVO_0670 [D4GT00] YqjG-type gamma-glutamylcysteinyl-hydroquinone reductase",0.260032288,0.005950481,0.470950706,0.927048404,0.9767105,0.816723355,0.836802068,0.970003007,0.981315262,0.000945407
"2067","HVO_0669 [D4GSZ9] (oadhA3) 2-oxoacid dehydrogenase E1 component alpha subunit",0.000290921,0.000270027,0.000314563,0.932222408,0.950859797,0.808581415,0.694722495,0.945084047,0.985176339,0.000315019
"2068","HVO_0668 [D4GSZ8] (oadhB3) 2-oxoacid dehydrogenase E1 component beta subunit",0.000290921,0.000270027,0.000314563,0.466898606,0.988983593,0.015438357,0.772899296,0.981327122,0.988580613,0.000315019
"2069","HVO_0667 [D4GSZ7] homolog to NAD kinase",1,0.000270027,0.000314563,1,0.961037052,1,0.899148849,1,0.966151513,0.000315019
"2070","HVO_0666 [D4GSS6] (dsa2) dihydrolipoamide S-acyltransferase",0.000290921,0.000270027,0.000314563,0.931611458,0.946488656,0.814306878,0.830583885,0.948041823,0.984788937,0.000315019
"2071","HVO_0663 [D4GSS3] probable S-adenosylmethionine-dependent methyltransferase",1,1,1,1,0.916128,1,1,1,1,1
"2072","HVO_0662 [D4GSS2] (thiR) transcription regulator ThiR",0.358860731,0.498253623,1,0.70325385,0.9298558,0.717679131,1,0.912795459,0.966238791,0.510302473
"2073","HVO_0661 [D4GSS1] (dcd) dCTP deaminase",0.008741259,0.718463873,0.480931282,0.516593306,0.703902346,0.565496286,0.955168386,0.972968961,0.975498004,0.202441721
"2074","HVO_0659 [D4GSR9] (pth) peptidyl-tRNA hydrolase<|>HVO_2664 [D4GV35] probable S-adenosylmethionine-dependent methyltransferase",0.453514867,0.365010226,0.39810954,0.846327988,0.917659258,0.790637951,0.879347442,0.916996552,0.967858658,0.45802109
"2075","HVO_0659 [D4GSR9] (pth) peptidyl-tRNA hydrolase",0.013704513,0.229092022,0.000314668,0.900179558,0.948540802,0.85328942,0.857092087,0.950095502,0.948629467,0.010720665
"2076","HVO_0658 [D4GSR8] (truD) tRNA pseudouridine(13) synthase TruD",0.759041878,0.83000936,0.82794286,0.939448139,0.946210387,0.859630801,0.958377442,0.98372491,0.98926889,0.557518896
"2077","HVO_0657 [D4GSR7] conserved hypothetical protein",1,1,1,1,1,0.782574576,0.855923278,0.910502508,0.960506986,1
"2078","HVO_0656 [D4GSR6] DUF2103 family protein",0.486731179,0.469132,0.523979126,0.867723631,0.934744088,0.787529856,0.886783586,0.938291421,0.966325863,0.492952285
"2079","HVO_0655 [D4GSR5] GalE family epimerase/dehydratase",0.011951959,0.000270027,1,0.844409868,0.980291192,0.736069608,1,1,0.965042807,0.025878361
"2080","HVO_0654 [D4GSR4] (rpl43e) 50S ribosomal protein L43e",0.000290921,0.000270027,0.000314563,0.315392034,0.857482939,0.357357998,0.801341506,0.564136386,0.948962946,0.000315019
"2081","HVO_0653 [D4GSR3] (rpoP) DNA-directed RNA polymerase subunit P",0.442289499,0.096674616,0.453346418,0.803073881,0.912980209,0.768361924,0.878637265,0.930525533,0.966715149,0.463335079
"2082","HVO_0652 [D4GSR2] (pcc1) KEOPS complex subunit Pcc1",0.305771696,0.060815952,0.417914493,0.93573395,0.928628064,0.844451603,0.877205496,0.967116781,0.981287691,0.291265211
"2083","HVO_0651 [D4GSR1] (pfdB) prefoldin beta subunit",0.508483726,0.000270027,0.006295586,0.787774292,0.846737351,0.800610339,0.921252813,0.741355767,0.733381361,0.510636463
"2084","HVO_0649 [D4GSQ9] small CPxCG-related zinc finger protein",1,1,1,1,0.915195776,1,1,1,1,1
"2085","HVO_0648 [D4GSQ8] DUF2070 family protein",0.351136718,0.007576218,0.042902945,0.867877341,0.956057738,0.733662256,0.898784129,0.960538511,0.92762937,0.545775164
"2086","HVO_0647 [D4GSQ7] (guaAa1) GMP synthase (glutamine-hydrolyzing) subunit A",0.193274294,0.006492256,0.295525862,0.770023383,0.948338314,0.801672691,0.916945759,0.926906403,0.967523587,0.144256695
"2087","HVO_0645 [D4GSQ4] DUF192 family protein",1,0.428561624,1,1,0.925839441,1,1,1,0.957999382,0.492952285
"2088","HVO_0644 [D4GSQ2] (leuA1) 2-isopropylmalate synthase / (R)-citramalate synthase",1,1,1,1,0.919063689,1,1,1,0.961802155,0.434147434
"2089","HVO_0641 [D4GSP8] (bluB) 5,6-dimethylbenzimidazole synthase BluB",0.429455613,1,1,0.837444204,1,0.780063712,0.880896626,0.925538424,0.956796304,0.379678338
"2090","HVO_0639 [D4GSP6] (moxR1) AAA-type ATPase (MoxR subfamily)<|>HVO_1257 [D4GX65] (moxR2) AAA-type ATPase (MoxR subfamily)",0.000290921,0.119674717,0.119468447,0.858243106,0.929331986,0.787529856,0.855082606,0.928869756,0.9591157,0.121538236
"2091","HVO_0639 [D4GSP6] (moxR1) AAA-type ATPase (MoxR subfamily)",0.000290921,0.000270027,0.000314563,0.911723137,0.980330982,0.927562306,0.95184759,0.962814171,0.987742644,0.000315019
"2092","HVO_0637 [D4GSP3] DUF11/DUF58 family protein",1,1,1,1,0.922091477,1,1,1,1,1
"2093","HVO_0634 [D4GSN9] (orc2) Orc1-type DNA replication protein",0.005242089,0.000270027,0.025841831,0.896606153,0.939564922,0.851196967,0.919529152,0.953587069,0.974858827,0.028723385
"2094","HVO_0633 [D4GSN7] (cirC) KaiC-type circadian clock protein CirC",1,0.183677976,1,1,0.967528507,1,1,1,1,0.348796804
"2095","HVO_0632 [D4GSN6] sensor box histidine kinase",0.321042488,0.209388594,0.384931454,0.904411427,0.967378233,0.873755857,0.90702271,0.953401432,0.977933724,0.181180173
"2096","HVO_0630 [D4GSM7] (dppC2) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)",0.056035035,0.271160695,0.007555268,0.574091642,0.936439217,0.006476033,0.875758305,0.961088253,0.982237494,0.558526221
"2097","HVO_0629 [D4GSM5] (dppB2) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)",0.333497914,0.448264939,0.139598045,0.888258967,0.934825681,0.831908799,0.913659291,0.957189506,0.967312578,0.537061243
"2098","HVO_0628 [D4GSM4] (dppA2) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide)",0.000873127,0.000270027,0.000314563,0.826968088,0.904103217,0.033007528,0.828388203,0.859812326,0.959740027,0.001260565
"2099","HVO_0627 [D4GSM3] (dppDF2) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)<|>HVO_2444 [D4GT12] (dppF5) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide) (nonfunctional)",1,1,1,1,1,1,1,1,1,1
"2100","HVO_0627 [D4GSM3] (dppDF2) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)",0.000290921,0.000270027,0.000314563,0.386377818,0.954411378,0.005185823,0.30391964,0.993677726,0.990571917,0.000315019
"2101","HVO_0626 [D4GSM2] conserved hypothetical protein",1,1,1,1,1,1,1,1,1,1
"2102","HVO_0621 [D4GSL7] sensor box histidine kinase",0.000290921,0.468799335,0.275350376,0.839974839,0.927649758,0.584669187,0.071200599,0.937746673,0.975331022,0.552819549
"2103","HVO_0620 [D4GSL6] (pilB1) type IV pilus biogenesis complex ATPase subunit",0.000290921,1,0.092066813,0.725708545,0.224444142,0.142007155,0.002611017,0.108189784,0.952537858,0.5945286
"2104","HVO_0619 [D4GSL5] (pilC1) type IV pilus biogenesis complex membrane subunit",0.359827394,0.351999247,0.232553853,0.768242939,0.910045579,0.783934743,0.890867986,0.925905589,0.938184565,0.43216086
"2105","HVO_0616 [D4GSL2] conserved hypothetical protein",0.419613985,0.419422933,0.443729019,0.852970368,0.912120962,0.773100405,0.876628484,0.92599711,0.956573752,0.474637871
"2106","HVO_0612 [D4GSK8] UspA domain protein",0.50680589,0.255634396,0.467294041,0.877872607,0.926295897,0.822473192,0.869048245,0.946956426,0.968066505,0.482292037
"2107","HVO_0605 [D4GSK1] IclR family transcription regulator",0.338940706,0.251088016,0.263981939,0.806940947,0.90643571,0.749360567,0.880053856,0.918417763,0.968149308,0.000315019
"2108","HVO_0604 [D4GSJ9] GalE family epimerase/dehydratase",1,1,0.423203496,1,0.918062934,1,1,1,1,0.001260565
"2109","HVO_0603 [D4GSJ8] (aroD2) 3-dehydroquinate dehydratase",0.44031212,0.433144335,0.275350376,0.842648595,0.934662406,1,0.869810223,0.923958372,1,1
"2110","HVO_0602 [D4GSJ7] (aroD1) 3-dehydroquinate dehydratase",0.000290921,0.000270027,0.000314563,0.813432334,0.560125843,0.917965631,0.963889635,0.899673143,0.973470792,0.000315019
"2111","HVO_0601 [D4GSJ6] (hom2) homoserine dehydrogenase",0.00407649,0.004596644,0.000314563,0.928516292,0.942782261,0.797398178,0.953632938,0.971756425,0.969448645,0.001890917
"2112","HVO_0600 [D4GSJ5] ACT domain protein",1,1,1,1,1,1,1,1,1,1
"2113","HVO_0598 [D4GSJ3] conserved hypothetical protein",0.415030296,0.509055231,0.46397114,0.825229572,0.92702083,0.787529856,0.897314405,0.9267254,0.963760766,0.474970524
"2114","HVO_0597 [D4GSJ2] OsmC domain protein",0.494079216,0.553789168,0.517291041,0.877292185,0.811260674,0.819911254,0.907929418,0.939368575,0.962192203,0.481293294
"2115","HVO_0596 [D4GSJ1] conserved hypothetical protein",0.459471664,0.399313186,0.496590659,0.859214567,0.933592447,0.796535182,0.897314405,0.935121499,0.961997667,0.521330731
"2116","HVO_0595 [D4GSJ0] (minD2) MinD/ParA domain protein",0.585469202,0.61805418,0.652717505,0.427506656,0.963760007,0.843188856,0.926941001,0.881490137,0.968926513,0.617484153
"2117","HVO_0591 [D4GSI6] (cobD1) L-threonine-O-3-phosphate decarboxylase",0.518566779,0.404809972,0.344534689,0.907691163,0.944517131,0.813293466,0.900836738,0.878724045,0.96851957,0.629660953
"2118","HVO_0590 [D4GSI5] (cobT) probable nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase",0.15625,0.000270027,0.01039024,0.813226181,0.950336681,0.921084303,0.958797176,0.976946886,0.975960988,0.406705942
"2119","HVO_0588 [D4GSI3] (cobS) adenosylcobinamide-GDP ribazoletransferase",0.406859449,0.444969589,0.452682805,0.829641625,0.924174329,0.788421438,0.868435628,0.895051355,0.961997667,0.456361121
"2120","HVO_0585 [D4GSI0] probable oxidoreductase (aldo-keto reductase family protein)",0.000290921,0.000270027,0.000314563,0.840691615,0.975895902,0.894340966,0.76954068,0.944021044,0.980589853,0.000315019
"2121","HVO_0583 [D4GSH9] CopG/DZR domain protein",1,1,0.619847038,1,1,1,1,0.883441263,1,1
"2122","HVO_0582 [D4GSH8] CopG domain protein",0.401313726,1,1,0.874359589,1,0.75938525,0.875612728,0.931976745,0.958481563,1
"2123","HVO_0581 [D4GSH7] (ftsZ2) cell division protein FtsZ, type II",0.604708727,0.000270027,0.000314563,0.001899474,0.004205146,0.001299785,0.954659302,0.910613114,0.008625803,0.000315019
"2124","HVO_0580 [D4GSH6] (ncsA) putative tRNA 2-thiolation protein NcsA",0.677749361,0.558274119,0.75654017,0.897507152,0.974051278,0.919920163,0.976892252,0.976781835,0.986467428,0.741372236
"2125","HVO_0579 [D4GSH5] conserved hypothetical protein",0.298160579,0.522286019,0.553467987,0.820714603,0.938641044,0.774974036,0.894951248,0.917506972,0.9611599,0.453705815
"2126","HVO_0577 [D4GSH3] DUF2082 family protein",1,1,1,1,0.960083333,1,1,1,1,1
"2127","HVO_0576 [D4GSH2] HxlR family transcription regulator",1,1,1,1,1,1,1,1,1,1
"2128","HVO_0575 [D4GSH1] homolog to NAD-dependent epimerase/dehydratase",0.173642755,0.304084096,0.504597854,0.739705752,0.933343377,0.604500766,0.883255715,0.677696449,0.96253031,0.534381748
"2129","HVO_0574 [D4GSG9] probable S-adenosylmethionine-dependent methyltransferase",0.409145439,0.451895146,0.492589831,0.814459913,0.934498778,0.78234724,0.88131601,0.917303186,0.961654875,0.52199955
"2130","HVO_0573 [D4GSG8] (apn1) endonuclease 4",0.001455334,0.006492256,0.014171687,0.938188772,0.953290376,0.914667761,0.81843799,0.974973874,0.966628998,0.000315019
"2131","HVO_0572 [D4GSG7] (lpl) lipoate--protein ligase domain protein",0.673186402,0.231191948,0.32751327,0.938188772,0.972969111,0.83881058,0.547150561,0.961197599,0.984861993,0.705801168
"2132","HVO_0571 [D4GSG6] conserved hypothetical protein",1,1,1,1,1,1,1,1,1,1
"2133","HVO_0570 [D4GSG5] histidine kinase",0.000290921,0.234495794,0.000314563,0.570911076,0.957780669,0.686509862,0.809431431,0.773931332,0.973221766,0.000945407
"2134","HVO_0569 [D4GSG4] (rio2) RIO-type serine/threonine protein kinase Rio2",0.15594563,0.742910865,0.22770414,0.268243995,0.965233531,0.476957259,0.967197051,0.817136123,0.98543953,0.773300223
"2135","HVO_0568 [D4GSG3] TrmB family transcription regulator",0.025411037,0.298203083,0.445717948,0.918472203,0.964131757,0.363631365,0.884351403,0.958173432,0.979555231,0.686364928
"2136","HVO_0567 [D4GSG2] (amyA1) glycoside hydrolase domain protein",0.493744896,0.009203191,1,0.851795957,0.891736849,0.787976004,1,0.918919384,0.948962946,1
"2137","HVO_0565 [D4GSG0] (malK) ABC-type transport system ATP-binding protein (probable substrate maltose)<|>HVO_A0281 [D4GQV8] (tsgD5) ABC-type transport system ATP-binding protein (probable substrate sugar)",0.455499391,0.420074518,0.417253595,0.841227388,0.923893432,0.701134872,0.889564578,0.939292175,0.966758149,0.478630527
"2138","HVO_0565 [D4GSG0] (malK) ABC-type transport system ATP-binding protein (probable substrate maltose)",0.148648649,0.049454139,0.339621204,0.903426048,0.957956293,0.902220174,0.90656676,0.937276423,0.985676605,0.009458721
"2139","HVO_0564 [D4GSF9] (malE) ABC-type transport system periplasmic substrate-binding protein (probable substrate maltose)",1,1,1,1,1,1,1,1,1,1
"2140","HVO_0561 [D4GSF6] (rpl15e) 50S ribosomal protein L15e",0.000290921,0.000270027,0.074271405,0.898530589,0.260107113,0.863823594,0.908042273,0.966070788,0.971122223,0.028407225
"2141","HVO_0558 [D4GSF3] (ubaA) SAMP-activating enzyme E1",0.000290921,0.000270027,0.000314563,0.934539954,0.976283277,0.923010409,0.961683517,0.965515177,0.988665037,0.000315019
"2142","HVO_0555 [D4GSF2] (htr15a) transducer protein Htr15<|>HVO_3005 [D4GYB1] (htr15b) transducer protein Htr15",1,1,1,1,1,1,0.744222941,0.916069715,1,1
"2143","HVO_0555 [D4GSF2] (htr15a) transducer protein Htr15",0.000291018,1,0.000314563,0.158770352,0.911034807,0.658572701,0.002611017,0.941696754,0.951545482,0.422565356
"2144","HVO_0554 [D4GSF1] (basT) transducer protein BasT",0.000290921,0.343786151,0.000314563,0.722312045,0.004205146,0.644048245,0.002611017,0.070741939,0.109038606,0.393181818
"2145","HVO_0553 [D4GSF0] (basB) chemotactic signal transduction system periplasmic substrate-binding protein BasB",0.000290921,0.452225442,0.000314563,0.001899474,0.941601798,0.001299785,0.002611017,0.966919016,0.953146844,0.533712
"2146","HVO_0552 [D4GSE9] (mutS1b) DNA mismatch repair protein MutS",0.000290921,0.000270027,0.000314563,0.966859136,0.960702103,0.983258966,0.96858696,0.954750329,0.993921137,0.000315019
"2147","HVO_0551 [D4GSE8] (mutLb) DNA mismatch repair protein MutL",0.403922425,0.416818402,0.419566958,0.983989384,0.98696519,0.975784963,0.971485066,0.99086327,0.993232365,0.537396236
"2148","HVO_0549 [D4GSE6] (kdgK1) 2-keto-3-deoxygluconate kinase / 2-keto-3-deoxygalactonate kinase<|>HVO_A0328 [D4GR05] (kdgK2) 2-keto-3-deoxygalactonate kinase",0.467097234,0.467136714,0.546086393,0.860180712,0.931150111,0.774974036,0.896944238,0.934306879,0.967057737,0.57869661
"2149","HVO_0549 [D4GSE6] (kdgK1) 2-keto-3-deoxygluconate kinase / 2-keto-3-deoxygalactonate kinase",0.362406425,0.3441015,0.597889425,0.953531881,0.984531816,0.908464449,0.978304152,0.988905379,0.990978661,0.495952782
"2150","HVO_0547 [D4GSE4] conserved hypothetical protein",0.554075378,0.580475991,0.61173318,0.510268511,0.959856804,0.793274544,0.923247343,0.95055048,0.975597779,0.510636463
"2151","HVO_0545 [D4GS77] conserved hypothetical protein",0.267248582,0.406753104,0.133202525,0.929762512,0.961866623,0.883591731,0.901314759,0.963920039,0.979438039,0.000315124
"2152","HVO_0544 [D4GS76] major facilitator superfamily transport protein",1,1,1,0.839255293,1,0.789310169,0.042839728,0.922345854,0.955557326,1
"2153","HVO_0541 [D4GS73] (citB2) aconitate hydratase",0.088722989,0.000270027,0.000314563,0.001899474,0.917659258,0.001300218,0.900116193,0.004432964,0.897895754,0.000315019
"2154","HVO_0536 [D4GS68] (dpsA1) ferritin DpsA",0.000290921,0.000270027,0.000314563,0.807578364,0.859517121,0.623697377,0.933882898,0.900792897,0.931540699,0.000315019
"2155","HVO_0534 [D4GS66] (tsgD1) ABC-type transport system ATP-binding protein (probable substrate sugar)<|>HVO_B0037 [D4GP38] (tsgE7) ABC-type transport system ATP-binding protein (probable substrate sugar)<|>HVO_B0038 [D4GP39] (tsgD7) ABC-type transport system ATP-binding protein (probable substrate sugar)",0.410125589,0.422682669,0.155607934,0.814254821,0.917962197,0.747827151,0.854067343,0.890326224,0.932476293,0.409347206
"2156","HVO_0534 [D4GS66] (tsgD1) ABC-type transport system ATP-binding protein (probable substrate sugar)",0.011659953,0.033208402,0.357651057,0.863678463,0.934825681,0.819911254,0.738678967,0.034485165,0.975230416,0.007566149
"2157","HVO_0531 [D4GS64] (tsgB1) ABC-type transport system permease protein (probable substrate sugar)",0.105182861,0.205231237,0.436109024,0.868030914,0.897491254,0.80981869,0.645676938,0.941103296,0.958481563,0.032201905
"2158","HVO_0530 [D4GS63] (tsgA1) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar)",0.033629307,0.136293299,0.64898371,0.892949991,0.909602316,0.858103426,0.877923293,0.850694589,0.977121478,0.000315019
"2159","HVO_0522 [D4GS57] (hda1) HdaI-type histone deacetylase",0.235356564,0.04338209,0.020162447,0.883568116,0.954411378,0.780063712,0.922254525,0.93560594,0.972169863,0.074689009
"2160","HVO_0521 [D4GS58] (cca) tRNA adenylyltransferase, CCA-adding",0.000290921,0.000270027,0.000314563,0.956022934,0.931235635,0.930048888,0.962021208,0.983072545,0.990474073,0.000315019
"2161","HVO_0520 [D4GS56] (hstA) archaeal histone",0.438006529,0.44727585,0.267877988,0.787540759,0.949610734,0.708788448,0.922652713,0.920209221,0.969128247,0.097922735
"2162","HVO_0519 [D4GS55] (rpa2) replication protein A",0.000290921,0.000270027,0.000314563,0.788473353,0.984605096,0.95556346,0.97852787,0.985178867,0.994039584,0.000315019
