Protein ID,H26_vs_DksgA,H26_vs_DksgA_PEP,H26_vs_DksgA_KsgA,H26_vs_DksgA_KsgA_PEP,H26_vs_DksgA_ksgA_E84A,H26_vs_DksgA_ksgA_E84A_PEP,Row_Number
HVO_0265 [D4GZL1] conserved hypothetical protein,-0.678021785,0.613829124,0.739719521,0.301430134,0.51101591,0.304494373,2276
HVO_0260 [D4GZK5] homolog to phage PhiH1 repressor protein,0.509488645,0.68965459,1.730032361,0.058007606,1.87606978,0.016548415,2277
HVO_0255 [D4GZK0] polyamine aminopropyltransferase,0.535355881,0.677191173,0.021789285,0.395461849,-0.01851053,0.405275083,2278
HVO_0253 [D4GZJ8] (yrdC) L-threonylcarbamoyladenylate synthase,-0.69180365,0.035589883,1.332114415,0.000244843,1.062421932,0.000241787,2279
HVO_0252 [D4GZJ7] (bcp2) peroxiredoxin domain protein,-1.587395615,0.643199416,0.377672254,0.432021065,0.137323011,0.388320571,2280
HVO_0251 [D4GZJ6] (grx2) glutaredoxin,-0.774237936,0.379682949,1.776026563,0.000244843,1.584784217,0.000241787,2281
HVO_0250 [D4GZJ5] DUF21/CBS domain protein,0.905621826,0.000825727,0.848120705,0.000244843,1.134146137,0.000241787,2282
HVO_0246 [D4GZJ1] ArsR family transcription regulator,0.553591252,0.654374917,0.946451269,0.36035362,0.949351342,0.355904807,2283
HVO_0245 [D4GZJ0] MJ0936 family phosphodiesterase,0.291239803,0.719897111,-0.226644255,0.408629779,-0.437810639,0.433193366,2284
HVO_0244 [D4GZI9] transport protein (probable substrate zinc/cadmium/cobalt),0.369600754,0.640682689,1.593568356,0.10366051,1.477477342,0.141403931,2285
HVO_0243 [D4GZI8] (ltaE) threonine aldolase,-0.287271465,0.295999707,0.268972292,0.227092106,0.22481553,0.353416065,2286
HVO_0242 [D4GZI7] (pepB1) aminopeptidase (homolog to leucyl aminopeptidase / aminopeptidase T)<|>HVO_1829 [D4GST7] (pepB2) aminopeptidase (homolog to leucyl aminopeptidase / aminopeptidase T),-0.026936255,0.76279616,0.19487451,0.445495616,0.201719533,0.40077813,2287
HVO_0242 [D4GZI7] (pepB1) aminopeptidase (homolog to leucyl aminopeptidase / aminopeptidase T),-0.392502382,0.220352058,-0.218022587,0.386213641,-0.297118987,0.180047129,2288
HVO_0241 [D4GZI6] small CPxCG-related zinc finger protein,-0.459585936,0.045035402,1.481792216,0.157361762,1.258795986,0.134175653,2289
HVO_0240 [D4GZI5] Lrp/AsnC family transcription regulator<|>HVO_2029 [D4GU43] Lrp/AsnC family transcription regulator,0,1,0,1,0,1,2290
HVO_0240 [D4GZI5] Lrp/AsnC family transcription regulator,0.125288814,0.83861601,0.764046298,0.001225057,0.407655727,0.128579549,2291
HVO_0239 [P43386] (glnA) glutamine synthetase,-0.255791398,0.276683388,0.058942511,0.6749742,-0.502759486,0.000241787,2292
HVO_0237 [D4GZI2] UPF0761 family protein,-0.005213613,0.812886022,-0.336204498,0.418334481,-0.535022296,0.297592875,2293
HVO_0236 [D4GZI1] (trm1) tRNA (guanine(26)-N(2))-dimethyltransferase,-0.210248845,0.626942351,0.892526812,0.000244843,0.767597552,0.000241787,2294
HVO_0235 [D4GZI0] SWIM zinc finger domain protein,-0.392549791,0.702368923,0.567209178,0.364111507,0.626214926,0.297892268,2295
HVO_0234 [D4GZH9] conserved hypothetical protein,-0.152998155,0.795672738,-1.668699982,0.000244843,-1.759845421,0.000241787,2296
HVO_0233 [D4GZH8] (prsA) ribose-phosphate pyrophosphokinase,-0.54827462,0.071973804,0.388747419,0.056221845,0.174815535,0.481778864,2297
HVO_0232 [D4GZH7] conserved hypothetical protein,-0.486326003,0.652220884,0.146678209,0.425163114,0.388102772,0.413015133,2298
HVO_0231 [D4GZH6] (udg1) uracil-DNA glycosylase,0.698558191,0.544903005,0.640843337,0.360979308,1.332965092,0.104588074,2299
HVO_0230 [D4GZH5] (hit1) histidine triad family protein (homolog to bis(5'-nucleosyl)-tetraphosphatase),-0.228059306,0.745292118,1.68698955,0.000979959,1.833405609,0.000241787,2300
HVO_0228 [D4GZH3] ParA domain protein,-0.248110243,0.673065068,-1.017638602,0.000244843,-1.109298717,0.000241787,2301
HVO_0223 [D4GZG8] conserved hypothetical protein,-0.313755272,0.48921727,-1.24692013,0.244684303,-1.551614071,0.095470795,2302
HVO_0222 [D4GZG7] conserved hypothetical protein,0.41583844,0.171380278,-0.574911474,0.182187814,-0.406385322,0.251912373,2303
HVO_0221 [D4GZG6] conserved hypothetical protein,-0.829688587,0.155903715,0.565350868,0.100238055,0.507846237,0.072812416,2304
HVO_0220 [D4GZG5] (mcm) ATP-dependent DNA helicase MCM,-0.48789914,0.000825727,-1.130507222,0.000244843,-1.321634863,0.000241787,2305
HVO_0219 [D4GZG4] (cmi4) conditioned medium-induced protein 4,-0.551873806,0.630813416,1.480723904,0.000244843,0.778904088,0.025886618,2306
HVO_0215 [D4GZG0] iron-sulfur protein (4Fe-4S),0.474143599,0.659568597,-0.509766333,0.387167845,-2.669682369,0.000241787,2307
HVO_0214 [D4GZF9] L-lactate dehydrogenase,0.148659037,0.801561275,1.592498892,0.000244843,1.265416907,0.000241787,2308
HVO_0213 [D4GZF8] (dpsA2) ferritin/Dps domain protein,-0.765626193,0.002475567,1.360337414,0.000244843,1.435866127,0.000241787,2309
HVO_0212 [D4GZF7] glyoxalase domain protein,-0.347403416,0.415731465,1.47681557,0.000244843,1.528801412,0.000241787,2310
"HVO_0211 [D4GZF6] (ferB1) ferredoxin (3Fe-4S)(4Fe-4S), zinc-containing",-0.512755342,0.692508611,1.124473191,0.004660991,1.20102876,0.004603057,2311
HVO_0209 [D4GZF4] (acd1) glutaryl-CoA dehydrogenase,-0.484510248,0.009041465,-2.125488438,0.000244843,-2.497211501,0.000241787,2312
HVO_0208 [D4GZF3] (guaAa2) glutamine amidotransferase (homolog to GMP synthase subunit A),0.165470461,0.793386744,0.223843913,0.508419292,0.113388969,0.642049731,2313
HVO_0207 [D4GZF2] alpha/beta hydrolase fold protein,-0.110108216,0.843945818,-1.131887951,0.000244843,-1.021754644,0.000241787,2314
HVO_0206 [D4GZF1] (alaS1) alanine--tRNA ligase,0.170664973,0.362652694,-0.404202864,0.000244843,-0.376799092,0.000241787,2315
HVO_0203 [D4GZE8] (rfcA) replication factor C small subunit,-0.104745562,0.860123758,1.408126978,0.000244843,1.354026372,0.000241787,2316
HVO_0202 [D4GZE7] (samp2) ubiquitin-like modifier protein SAMP2,-0.508075986,0.708190777,1.965958578,0.097873436,2.044084349,0.053795136,2317
HVO_0201 [D4GZE6] GNAT family acetyltransferase,11.73943544,1,1.449686615,0.232837369,1.812250283,0.196141206,2318
HVO_0199 [D4GZE4] (pmm2) phosphohexomutase (phosphoglucomutase / phosphomannomutase),0.063574131,0.915441357,0.373886723,0.007612867,0.461756818,0.000241787,2319
HVO_0197 [D4GZE1] (purE2) LarB family protein,-0.254215981,0.556083502,0.025072393,0.678387017,-0.301175274,0.189181661,2320
HVO_0196 [D4GZE0] conserved hypothetical protein<|>HVO_A0023 [D4GQ55] conserved hypothetical protein,0.030616793,0.763776526,0.680860318,0.39258592,0.241743684,0.439101561,2321
HVO_0196 [D4GZE0] conserved hypothetical protein,-0.154403524,0.812227986,0.32246192,0.431039555,0.21447641,0.537867022,2322
HVO_0195 [D4GZD9] (rpiA) ribose-5-phosphate isomerase,-0.728265249,0.002475567,0.568033673,0.045048512,0.157208602,0.560443688,2323
HVO_0194 [D4GZD8] (orc9) Orc1-type DNA replication protein,0.356969587,0.615486177,-0.60916099,0.023462909,-0.407023387,0.109562919,2324
HVO_0193 [D4GZD6] conserved hypothetical protein,0.378974297,0.683606902,0.444195589,0.387486042,0.886077282,0.272659598,2325
HVO_0192 [D4GZD7] conserved hypothetical protein,-0.192670247,0.750613383,-1.467528567,0.000244843,-1.815050484,0.016303555,2326
HVO_0191 [D4GZD5] (mutS5a) DNA mismatch repair protein MutS,0.296401695,0.098036805,-0.337386936,0.162842504,-0.324190902,0.23374851,2327
HVO_0190 [D4GZD4] LarE family protein,-0.380143744,0.352939454,1.341878407,0.000244843,1.194873928,0.000241787,2328
HVO_0189 [D4GZD3] CobC/GpmA family phosphatase,0.848386554,0.649747982,0.381222591,0.40412111,-0.322189667,0.357462372,2329
HVO_0188 [D4GZD2] START domain protein,0.37985667,0.6641076,2.09852738,0.000244843,2.113453351,0.000241787,2330
HVO_0186 [D4GZD0] (tatCo) Sec-independent protein translocase protein TatCo,0.579240719,0.582387794,0.38448497,0.467760818,0.170926946,0.471334875,2331
HVO_0185 [D4GZC9] (tatCt) Sec-independent protein translocase protein TatCt,0.859998267,0.011490414,-0.427849111,0.342935321,-0.631176953,0.172891613,2332
HVO_0184 [D4GZC8] CopG domain protein,-0.052357494,0.767677033,2.071330579,0.000244843,2.159058354,0.000241787,2333
HVO_0181 [D4GZC5] conserved hypothetical protein,0,1,0,1,0,1,2334
HVO_0180 [D4GZC4] (rlmE) 23S rRNA (uridine-2'-O-) methyltransferase,0.067343853,0.891750261,1.268686207,0.000244843,1.332261732,0.000241787,2335
HVO_0179 [D4GZC3] Lrp/AsnC family transcription regulator / TrkA domain protein,0.000100122,0.81419909,-0.742110618,0.02421032,-0.73155069,0.021946763,2336
HVO_0177 [D4GZC0] (arsC) arsenate reductase (glutaredoxin),0.399066778,0.661994454,1.451254425,0.000244843,1.231680573,0.000241787,2337
HVO_0175 [D4GZB9] (pcnA) DNA polymerase sliding clamp,-0.664453248,0.215975184,1.087574664,0.000244843,0.912901836,0.000241787,2338
HVO_0174 [D4GZB8] conserved hypothetical protein,-0.176820623,0.774184046,-0.019478981,0.494073159,0.159488277,0.520795666,2339
HVO_0173 [D4GZB7] (priL) DNA primase large subunit,-0.159132571,0.799305799,0.668753361,0.000489893,0.54189804,0.007032164,2340
HVO_0172 [D4GZB6] conserved hypothetical protein,-0.098652864,0.713125807,0.715745156,0.336453339,0.502806792,0.368096863,2341
HVO_0170 [D4GZB4] (hjc) Holliday junction resolvase Hjc,-0.454036678,0.1031481,-0.183036048,0.46809547,-0.382104669,0.385460215,2342
HVO_0167 [D4GZB1] (ahcY) adenosylhomocysteinase,0.328976885,0.008223547,-0.012681481,0.776368527,0.121526321,0.654801159,2343
HVO_0165 [D4GZA9] (mtaD) 5-methylthioadenosine/S-adenosylhomocysteine deaminase,-0.505930921,0.023628013,0.953540276,0.000244843,0.739416746,0.000241867,2344
HVO_0163 [D4GZA7] ArsR family transcription regulator,-0.661757077,0.147701916,0.043826817,0.561409886,-0.743535593,0.013124473,2345
HVO_0162 [D4GZA6] peptidase M48 family protein,1.021736504,0.106054001,-0.497927162,0.344173054,0.352372273,0.427307775,2346
HVO_0161 [D4GZA5] (hisG) ATP phosphoribosyltransferase,-0.060532365,0.916121502,0.749738358,0.000244843,0.854765833,0.000241787,2347
HVO_0158 [D4GZA2] (tbp1) TATA-binding transcription initiation factor<|>HVO_1727 [D4H071] (tbp2) TATA-binding transcription initiation factor,-0.115699189,0.735245659,1.821402388,0.17082614,1.054158404,0.321738504,2348
HVO_0158 [D4GZA2] (tbp1) TATA-binding transcription initiation factor,0.605785153,0.538086909,0.719444767,0.050370196,0.629186272,0.055054667,2349
"HVO_0156 [D4GZA0] (trmG10) tRNA (guanine(10),N(2))-dimethyltransferase",0.410144464,0.279557867,-0.81559962,0.012052479,-0.515297349,0.14651309,2350
HVO_0154 [D4GZ98] conserved hypothetical protein,-0.300965946,0.728690752,0.307391825,0.441869371,-0.012835482,0.48855417,2351
HVO_0151 [D4GZ95] (ureD) urease accessory protein UreD,0,1,0,1,0,1,2352
HVO_0150 [D4GZ94] (ureG) urease accessory protein UreG,-0.797010146,0.638787079,0.203615158,0.396741719,0.583213518,0.386413067,2353
HVO_0146 [D4GZ90] (psd) probable archaetidylserine decarboxylase,0.612521614,0.658351311,0.412439984,0.400587549,0.090456009,0.432538298,2354
HVO_0145 [D4GZ89] (rfcC) replication factor C small subunit,-0.00385724,0.893735736,1.083128084,0.000244843,0.847830197,0.000241787,2355
HVO_0144 [D4GZ88] (rnz) ribonuclease Z,0.139459697,0.789704358,-0.694540394,0.110529967,-0.810671243,0.018999496,2356
HVO_0143 [D4GZ87] (phzF2) PhzF family protein,-0.339613317,0.670989206,-2.451186708,0.26043099,-1.856221532,1,2357
HVO_0140 [D4GZ84] DUF460 domain protein,0.519024493,0.477500163,-0.313942,0.408952317,-0.269412326,0.47402341,2358
HVO_0138 [D4GZ82] (tyrS) tyrosine--tRNA ligase,-0.257582876,0.705427174,0.70566672,0.000489893,0.42030717,0.124861323,2359
HVO_0136 [D4GZ79] (tif1A1) translation initiation factor aIF-1A,-1.207195237,0.000825727,1.837216218,0.000244843,1.265837731,0.000241787,2360
HVO_0135 [D4GYY1] (rio1) RIO-type serine/threonine protein kinase Rio1,0.38242237,0.583793463,1.068792275,0.000244843,0.890518392,0.000967734,2361
HVO_0134 [D4GYY0] (dim2) probable ribosome biogenesis protein Dim2,0.285634349,0.768162252,1.384051662,0.000244843,1.290234001,0.009709334,2362
HVO_0133 [O30561] (ths1) thermosome subunit 1<|>HVO_0778 [Q9HHA2] (ths3) thermosome subunit 3,-0.030378488,0.75086526,1.207129148,0.249914981,1.046740051,0.155431591,2363
HVO_0133 [O30561] (ths1) thermosome subunit 1,-0.250643436,0.17071394,1.379121682,0.000244843,1.50019836,0.000241787,2364
HVO_0128 [D4GYX4] UPF0200 family protein,-0.577400832,0.008223547,1.316311145,0.000244843,1.221561069,0.000241787,2365
HVO_0127 [D4GYX3] UPF0201 family protein,0.080591122,0.796583823,0.846607419,0.012299541,0.868487519,0.001694,2366
HVO_0123 [Q977V2] (srp54) signal recognition particle 54K protein,0.267628568,0.447169577,0.752850678,0.000244843,0.734718379,0.000241787,2367
HVO_0122 [D4GYW8] (serA1) probable D-2-hydroxyacid dehydrogenase,0.530138482,0.149075023,-0.843716257,0.000734904,-0.676110239,0.020717943,2368
HVO_0120 [D4GYW6] (ftsY) signal recognition particle receptor FtsY,-0.620798648,0.042684235,1.195344772,0.000244843,0.78867685,0.000483779,2369
HVO_0119 [D4GYW5] (pfdA) prefoldin alpha subunit,-0.537629215,0.60882675,1.080542371,0.025955836,1.033988261,0.018263698,2370
HVO_0118 [D4GYW4] (rpl20e) 50S ribosomal protein L20e,-0.272419157,0.630491918,0.470163709,0.231111478,0.140856074,0.551233382,2371
HVO_0117 [D4GYW3] (tif6) translation initiation factor aIF-6,0.632095136,0.003299131,-0.58591663,0.053929179,-0.227610126,0.504592368,2372
HVO_0116 [D4GYW2] (rpl31e) 50S ribosomal protein L31e,-0.269908076,0.611500532,0.718048343,0.004169622,0.578952596,0.002420665,2373
HVO_0115 [D4GYW1] (rpl39e) 50S ribosomal protein L39e,0.149961474,0.714215654,0.028537088,0.496796066,0.263790272,0.331508132,2374
"HVO_0114 [D4GYW0] (thpR) RNA 2',3'-cyclic 3'-phosphodiesterase",-0.117323601,0.719089588,0.419539548,0.396741719,0.180161993,0.42242029,2375
HVO_0113 [D4GYV9] probable phosphatase (histidine phosphatase family protein),0.101267485,0.660176149,-0.48766611,0.350687331,-0.435886637,0.36903882,2376
HVO_0112 [D4GYV8] tetratricopeptide repeat protein,-0.618134946,0.000825727,1.314442592,0.000244843,0.876898346,0.000241787,2377
HVO_0110 [D4GYV6] sensor box histidine kinase,0.037488994,0.718010765,-0.83329587,0.357853364,-0.605066227,0.424047722,2378
HVO_0109 [D4GYV5] (sufS1) cysteine desulfurase,0.111206648,0.820489679,-0.761406052,0.000244843,-0.944271362,0.000241787,2379
HVO_0108 [D4GYV4] (mscS8) mechanosensitive channel protein MscS,-0.28962493,0.661389076,-0.784055195,0.379233734,2.653217577,1,2380
HVO_0107 [D4GYV3] (iscU) iron-sulfur cluster assembly protein,-0.88484508,0.010674897,1.397943372,0.000244843,0.940225039,0.000241787,2381
HVO_0106 [D4GYV2] DUF1641 domain protein,-0.753709965,0.663504743,2.144474568,0.000244843,1.177742214,0.224609423,2382
HVO_0105 [D4GYV1] FAD-dependent oxidoreductase,-0.334077281,0.697604443,-0.776231378,0.339845292,1.385378768,1,2383
HVO_0104 [Q48328] (radA) DNA repair and recombination protein RadA,-0.374455329,0.002475567,0.921368335,0.000244843,1.012890381,0.000241787,2384
HVO_0103 [D4GYU9] conserved hypothetical protein,0.710481814,0.614160949,-1.969765468,0.271906309,-1.945357491,0.195583184,2385
HVO_0102 [D4GYU8] (htpX1) HtpX-like protease,0.35132617,0.66591187,0.238415716,0.455759233,-0.017188828,0.528785878,2386
HVO_0101 [D4GYU7] (gptA1) probable phosphoribosyltransferase,-0.326739881,0.417597822,0.564194802,0.170550118,0.24599983,0.467310757,2387
HVO_0100 [D4GYU6] NMD3 family protein,-0.073396536,0.884997245,0.890939785,0.000244843,0.772687392,0.000241787,2388
HVO_0099A [D4GYU5] conserved hypothetical protein,-1.099182359,0.462090982,0.800501361,0.080910651,0.20912714,0.468315811,2389
HVO_0099 [D4GYU4] helicase domain protein,0.130341737,0.68822136,-0.444606263,0.37543951,-0.28790576,0.373757459,2390
HVO_0098 [D4GYU3] small CPxCG-related zinc finger protein,-0.562242518,0.552381309,1.207421398,0.208004669,1.112299219,0.221765352,2391
HVO_0097 [D4GYU2] conserved hypothetical protein,-0.317050002,0.728954701,0.697106051,0.15190147,0.624619201,0.155973939,2392
HVO_0093 [D4GYT8] conserved hypothetical protein,0.610015749,0.423163872,-2.159291256,0.026454956,-1.886821385,0.043011519,2393
HVO_0092 [D4GYT7] conserved hypothetical protein,-0.808361545,0.628235888,-0.577835465,0.325403961,-1.296848091,0.272365319,2394
HVO_0091 [D4GYT6] PHP domain protein,-0.151318842,0.766218258,0.625695004,0.024459546,0.364777435,0.339185563,2395
HVO_0090 [D4GYT5] conserved hypothetical protein,-0.589971821,0.675427006,1.688607121,0.15162899,1.543610673,0.113240135,2396
HVO_0087 [D4GYT2] (hemB) porphobilinogen synthase,-0.666012856,0.000825727,-0.235912827,0.428098635,-0.213687447,0.392461746,2397
HVO_0085 [D4GYT0] GlnK-type ammonia transport regulator,0.462498046,0.556821015,1.117673042,0.262484282,0.240995429,0.166865212,2398
HVO_0083 [D4GYS8] GlnK-type ammonia transport regulator<|>HVO_0085 [D4GYT0] GlnK-type ammonia transport regulator,0.946721038,0.659264549,1.232020874,0.335221736,-0.612289252,0.330895644,2399
HVO_0083 [D4GYS8] GlnK-type ammonia transport regulator,-0.293958441,0.697040849,0.312316335,0.299925294,0.252907504,0.397574135,2400
"HVO_0081 [D4GYS6] (hemL) glutamate-1-semialdehyde 2,1-aminomutase",0.227055481,0.577794276,-0.828124213,0.000244843,-0.650866629,0.000483779,2401
HVO_0078 [D4GYS3] (hemC) hydroxymethylbilane synthase (porphobilinogen deaminase),-0.087821781,0.857372691,-0.490882742,0.017746016,-0.444579754,0.122211548,2402
HVO_0077 [D4GYS2] (sirA) uroporphyrin-III C-methyltransferase,-0.387242221,0.108949184,1.615133629,0.000244843,1.652303349,0.000241787,2403
HVO_0076 [D4GYS1] (hemD) uroporphyrinogen-III synthase,-0.70292722,0.071973804,0.969675358,0.000244843,1.022648893,0.000241787,2404
HVO_0075 [D4GYS0] major facilitator superfamily transport protein,0.577580006,0.685919507,8.718452531,1,0.298697332,0.379123151,2405
HVO_0073 [D4GYR9] (recJ1) single-stranded-DNA-specific exonuclease RecJ1,0.237418387,0.767919707,0.319124236,0.112385053,0.388951786,0.362457467,2406
HVO_0071 [D4GYR6] conserved hypothetical protein,-1.238951384,0.000825727,1.1133429,0.019483461,0.699623446,0.038025207,2407
HVO_0070 [D4GYR5] NifU C-terminal domain protein,-1.031268375,0.000825727,0.676285224,0.000244843,0.141009664,0.558668353,2408
HVO_0069 [D4GYR4] AlkP-core domain protein,-0.224242512,0.740167039,-0.1977091,0.455095087,-0.529424561,0.006302964,2409
HVO_0068 [D4GYR3] (panE) 2-dehydropantoate 2-reductase,0.19399359,0.750109219,-0.637601139,0.278417994,-0.765390087,0.299689908,2410
HVO_0067 [D4GYR2] small CPxCG-related zinc finger protein,-0.376137479,0.178671252,1.766120543,0.000244843,1.645807316,0.000241787,2411
HVO_0065 [D4GYR0] (polD2) DNA-directed DNA polymerase D large subunit,-0.376770667,0.131731831,-0.219019702,0.408629779,-0.650124418,0.000241787,2412
HVO_0064 [D4GYQ9] DUF296 family protein,-0.7621086,0.398681769,0.055057743,0.459416932,-0.361426464,0.464633783,2413
HVO_0062 [D4GYQ7] (dppA1) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide),-0.107933485,0.869991031,-1.239727604,0.000244843,-1.458190459,0.000241787,2414
HVO_0061 [D4GYQ6] (dppB1) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide),0.453806102,0.273797052,-0.856449386,0.336761393,-0.719250022,0.377858919,2415
HVO_0060 [D4GYQ5] (dppC1) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide),0.67876616,0.093629181,-0.290504328,0.498500192,-0.452388631,0.348450949,2416
HVO_0059 [D4GYQ4] (dppD1) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide),-0.365911398,0.152497021,-0.875662022,0.000244843,-1.073645399,0.000241787,2417
HVO_0058 [D4GYQ3] (dppF1) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)<|>HVO_0627 [D4GSM3] (dppDF2) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)<|>HVO_2444 [D4GT12] (dppF5) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide) (nonfunctional),-0.355600006,0.671879912,-0.246004907,0.404442734,-0.652047048,0.322347226,2418
