"Protein.ID","H26_vs_DksgA_PEP","H26_vs_DksgA_KsgA_PEP","H26_vs_DksgA_ksgA_E84A_PEP"
"2136","HVO_0477 [D4GS17] (pepB3) aminopeptidase (homolog to leucyl aminopeptidase / aminopeptidase T)",0.760089255,0.000244925,0.000241787
"2137","HVO_0476 [D4GS16] UCP015877 family protein",0.761567735,0.000244843,0.000241787
"2138","HVO_0475 [D4GS15] probable S-adenosylmethionine-dependent methyltransferase",0.639103496,0.437594343,0.500481915
"2139","HVO_0474 [D4GS14] (pimT) protein-L-isoaspartate O-methyltransferase",0.85519809,0.000244843,0.000241787
"2140","HVO_0470 [D4GS10] (thrC1) threonine synthase",0.836133001,0.000734904,0.000725734
"2141","HVO_0469 [D4GS09] AstE domain protein",0.769131138,0.000244843,0.000241787
"2142","HVO_0467 [D4GS07] (pchB) PhoU/TrkA-C domain protein",0.108949184,0.000244843,0.007761765
"2143","HVO_0466 [D4GS06] (citZ) citrate synthase",0.918323598,0.000244843,0.000241787
"2144","HVO_0464 [D4GS04] (ilvA1) threonine ammonia-lyase",0.630813416,0.000244843,0.000241787
"2145","HVO_0462 [D4GS02] (cydA) cytochrome bd ubiquinol oxidase subunit I",0.700132608,0.361605247,0.291915964
"2146","HVO_0459 [D4GRZ9] (ridA1) enamine/imine deaminase",0.635930614,0.390033923,0.431556218
"2147","HVO_0455 [O30560] (ths2) thermosome subunit 2",0.000825727,0.000244843,0.000241787
"2148","HVO_0454 [D4GRZ5] (ala) alanine dehydrogenase",0.891207017,0.673081108,0.16304364
"2149","HVO_0453 [D4GRZ4] conserved hypothetical protein",0.740167039,0.283171306,0.350310938
"2150","HVO_0452 [D4GRZ3] (leuS) leucine--tRNA ligase",0.80133625,0.000244843,0.000241787
"2151","HVO_0451 [D4GRZ2] (hsp20B) Hsp20-type molecular chaperone",0.492934981,0.000244843,0.000241787
"2152","HVO_0450 [D4GRZ1] (hsp20A) Hsp20-type molecular chaperone<|>HVO_0451 [D4GRZ2] (hsp20B) Hsp20-type molecular chaperone",0.695629018,0.335529545,0.269425796
"2153","HVO_0450 [D4GRZ1] (hsp20A) Hsp20-type molecular chaperone",0.758358309,0.001225057,0.028107909
"2154","HVO_0449 [D4GRZ0] (pheA) prephenate dehydratase",0.883336998,0.640471269,0.657061692
"2155","HVO_0448 [D4GRY9] (hisH) imidazole glycerol-phosphate synthase subunit HisH",0.775617408,0.311702304,0.220629303
"2156","HVO_0447 [D4GRY8] (phnD1) ABC-type transport system periplasmic substrate-binding protein (probable substrate phosphate/phosphonate)",0.702647742,0.016754162,0.000725734
"2157","HVO_0446 [D4GRY7] (phnC1) ABC-type transport system ATP-binding protein (probable substrate phosphate/phosphonate)",0.405841557,0.340462807,0.160592399
"2158","HVO_0445 [D4GRY6] (phnE1) ABC-type transport system permease protein (probable substrate phosphate/phosphonate)",0.618784822,0.433985891,0.426002923
"2159","HVO_0444 [D4GRY5] (udg3) uracil-DNA glycosylase",0.638787079,0.013782831,0.120888562
"2160","HVO_0443 [D4GRY4] UPF0215 family protein",1,1,1
"2161","HVO_0441 [D4GRY2] beta-lactamase domain protein",0.774423256,0.066713504,0.035538986
"2162","HVO_0439 [D4GRY0] (rpl40e) 50S ribosomal protein L40e",0.67924152,0.285851565,0.337954512
"2163","HVO_0438 [D4GRX9] (trxA1) thioredoxin",0.000825727,0.000244843,0.000241787
"2164","HVO_0437 [D4GRX8] (secG) protein translocase subunit SecG",0.777046221,0.266599226,0.117982444
"2165","HVO_0436 [D4GRX7] (pdxT) pyridoxal 5'-phosphate synthase subunit PdxT",0.653145152,0.000244843,0.000241787
"2166","HVO_0435 [D4GRX6] (hisE) phosphoribosyl-ATP pyrophosphatase",0.699571923,0.000244843,0.000241787
"2167","HVO_0434 [D4GRX5] major facilitator superfamily transport protein",0.651603776,0.348512879,0.186684569
"2168","HVO_0433 [D4GRX4] (npdG) F420H2:NADP oxidoreductase",0.853011904,0.003432894,0.483808376
"2169","HVO_0432 [D4GRX3] conserved hypothetical protein",0.685342367,0.372284636,0.369352937
"2170","HVO_0431 [D4GRX2] HAD superfamily hydrolase",0.593532874,0.000244843,0.000241787
"2171","HVO_0430 [D4GRX1] UPF0146 family protein",0.707087227,0.353798959,0.33856991
"2172","HVO_0429 [D4GRX0] (amzA) archaemetzincin",0.817247435,0.098661209,0.07434539
"2173","HVO_0428 [D4GRW9] UspA domain protein",0.716387962,0.000244843,0.000241787
"2174","HVO_0427 [D4GRW8] (rtcA) RNA 3'-terminal phosphate cyclase<|>HVO_1203 [D4GWW9] (arlD1) arl cluster protein ArlD<|>HVO_B0061 [D4GP63] (cbiL) cobalt-factor-II C20-methyltransferase",0.685342367,0.279604934,0.376280115
"2175","HVO_0427 [D4GRW8] (rtcA) RNA 3'-terminal phosphate cyclase",1,1,1
"2176","HVO_0425 [D4GRW6] glyoxalase domain protein (homolog to catechol-2,3-dioxygenase)",0.83923447,0.206872809,0.282404228
"2177","HVO_0424 [D4GRW5] ABCE1 family ribosome recycling factor",0.555345017,0.000244843,0.000241787
"2178","HVO_0423 [D4GRW4] conserved hypothetical protein",0.690512534,0.288835156,0.170149139
"2179","HVO_0422 [D4GRW3] NP_1176A family transcription regulator",0.809143839,0.000244843,0.000241787
"2180","HVO_0421 [D4GRW2] arNOG04375 family protein (homolog to PilT-type ATPase)",0.881112464,0.593240164,0.0674606
"2181","HVO_0420 [D4GRW1] (mpcT) transducer protein MpcT",0.691368987,0.421907739,0.477727732
"2182","HVO_0418 [D4GRV9] homing endonuclease domain protein",0.738618491,0.188879385,0.182532517
"2183","HVO_0417 [D4GRV8] (cxp) metal-dependent carboxypeptidase",0.602761353,0.040503031,0.319002347
"2184","HVO_0415 [D4GRV6] (uvrD) repair helicase UvrD",0.653760404,0.000244843,0.000241787
"2185","HVO_0414 [D4GRV5] peptidase M24 family protein",0.000825727,0.000244843,0.000241787
"2186","HVO_0413 [D4GRV4] conserved hypothetical protein",0.71285296,0.459416932,0.422095011
"2187","HVO_0409 [D4GRV0] (ribE) riboflavin synthase",0.73237271,0.247587996,0.435816432
"2188","HVO_0407 [D4GRU8] conserved hypothetical protein",0.053598743,0.000244843,0.000967734
"2189","HVO_0406 [D4GRU7] (aubA) probable ribonuclease FAU-1",0.879995509,0.000244843,0.000241787
"2190","HVO_0405 [D4H031] NifU C-terminal domain protein",0.781070011,0.000244843,0.000241787
"2191","HVO_0403 [D4H029] (glcK) glucokinase",0.69165414,0.015763014,0.113240135
"2192","HVO_0402 [D4H028] DUF124 family protein",0.695629018,0.257795127,0.000483779
"2193","HVO_0401 [D4H027] UspA domain protein",0.798173693,0.571358744,0.000241867
"2194","HVO_0400 [D4H026] conserved hypothetical protein",0.592152177,0.000244843,0.000241787
"2195","HVO_0399 [D4H025] conserved hypothetical protein",0.666811595,0.000244843,0.081522206
"2196","HVO_0398 [D4H024] conserved hypothetical protein",0.688795151,0.384306963,0.37029568
"2197","HVO_0397 [D4H023] homolog to glycine cleavage system protein T",0.822851809,0.001960612,0.000241867
"2198","HVO_0396 [D4H022] FAD-dependent oxidoreductase (homolog to geranylgeranyl reductase)",0.750109219,0.168343811,0.102498777
"2199","HVO_0395 [D4H021] WD40/YVTN domain protein",0.7123068,0.346961553,0.012391917
"2200","HVO_0393 [D4H019] (uvrA) UvrABC system protein A",0.018794277,0.000244843,0.000241787
"2201","HVO_0392 [D4H018] (sepF) probable SepF protein",0.831122546,0.019980272,0.499797882
"2202","HVO_0391 [D4H017] DUF1028 family protein",0.191099707,0.000244843,0.000241787
"2203","HVO_0390 [D4H016] PUA domain protein",0.621408999,0.01849037,0.013368748
"2204","HVO_0388 [D4H014] (rnr) ribonuclease R",0.950507265,0.184136393,0.220345431
"2205","HVO_0387 [D4H013] conserved hypothetical protein",0.763041449,0.47581162,0.415603891
"2206","HVO_0386 [D4H012] conserved hypothetical protein",1,0.437594343,0.430247753
"2207","HVO_0380 [D4H006] conserved hypothetical protein",0.74707266,0.300828021,0.125391887
"2208","HVO_0379B [A0A1C9J6T3] hypothetical protein",0.530802452,0.030204041,0.015324566
"2209","HVO_0379A [A0A1C9J6T2] conserved hypothetical protein",0.707639316,1,1
"2210","HVO_0379 [D4H005] integrase family protein",0.64131302,1,1
"2211","HVO_0373 [D4GZZ9] conserved hypothetical protein",0.667709718,1,1
"2212","HVO_0360 [D4GZY7] (rps10a) 30S ribosomal protein S10a",0.830281653,0.402192737,0.45198082
"2213","HVO_0359 [D4GZY6] (tef1a1) translation elongation factor aEF-1 alpha / peptide chain release factor aRF-3<|>HVO_2413 [D4GWR0] (tef1a2) translation elongation factor aEF-1 alpha / peptide chain release factor aRF-3",0.172711186,0.494073159,0.389275223
"2214","HVO_0359 [D4GZY6] (tef1a1) translation elongation factor aEF-1 alpha / peptide chain release factor aRF-3",0.000825727,0.304444243,0.022930636
"2215","HVO_0358 [D4GZY5] (hom1) homoserine dehydrogenase<|>HVO_0601 [D4GSJ6] (hom2) homoserine dehydrogenase",0.704317308,0.157088263,0.06771497
"2216","HVO_0358 [D4GZY5] (hom1) homoserine dehydrogenase",0.789010487,0.001960612,0.000241787
"2217","HVO_0357 [D4GZY4] ACT domain protein<|>HVO_0600 [D4GSJ5] ACT domain protein",0.667111147,0.246425848,0.343502258
"2218","HVO_0357 [D4GZY4] ACT domain protein",0.466841216,0.054692988,0.520102767
"2219","HVO_0356 [D4GZY3] (tef2) translation elongation factor aEF-2",0.979640563,0.107355371,0.479751984
"2220","HVO_0354 [D4GZY1] (rps7) 30S ribosomal protein S7",0.926675564,0.15408314,0.527045445
"2221","HVO_0353 [D4GZY0] (rps12) 30S ribosomal protein S12",0.007404825,0.000244843,0.000241787
"2222","HVO_0351 [D4GZX8] (nusA) transcription elongation factor NusA",0.706534507,0.363798005,0.283886371
"2223","HVO_0350 [D4GZX7] (rpoA2) DNA-directed RNA polymerase subunit A''",0.911678688,0.063122238,0.027613969
"2224","HVO_0349 [D4GZX6] (rpoA1) DNA-directed RNA polymerase subunit A'",0.000825727,0.000244843,0.000241787
"2225","HVO_0348 [D4GZX5] (rpoB1) DNA-directed RNA polymerase subunit B'",0.000825727,0.000244843,0.000241787
"2226","HVO_0347 [D4GZX4] (rpoB2) DNA-directed RNA polymerase subunit B''",0.000825727,0.000244843,0.000241787
"2227","HVO_0346 [D4GZX3] (rpoH) DNA-directed RNA polymerase subunit H",0.798853307,0.000244925,0.000241787
"2228","HVO_0339 [D4GZW8] (tiaS) tRNA(Ile2) 2-agmatinylcytidine synthetase TiaS",0.793844892,0.323264594,0.060104573
"2229","HVO_0338 [D4GZW7] cro/C1 family transcription regulator",0.683317066,1,1
"2230","HVO_0337 [D4GZW6] (grx1) glutaredoxin",0.009041465,0.549408505,0.403346192
"2231","HVO_0335 [D4GZW4] (uraA3) xanthine/uracil permease family transport protein",1,1,1
"2232","HVO_0334 [D4GZW3] (apt2) purine phosphoribosyltransferase (adenine phosphoribosyltransferase, xanthine-guanine phosphoribosyltransferase)",0.83861601,0.000244843,0.000241787
"2233","HVO_0331 [D4GZW0] (fadM1) proline dehydrogenase",0.768404668,0.000244843,0.000241787
"2234","HVO_0330 [D4GZV9] DUF502 family protein",0.436414035,0.189158859,0.249882849
"2235","HVO_0329 [D4GZV8] (ilvE) branched-chain amino acid aminotransferase",0.801786184,0.000244843,0.000725734
"2236","HVO_0328 [D4GZV7] GalE family epimerase/dehydratase",0.495400542,0.308673951,0.406884359
"2237","HVO_0327 [D4GZV6] (ribB) 3,4-dihydroxy-2-butanone 4-phosphate synthase",0.048159783,0.468764983,0.159504332
"2238","HVO_0326 [D4GZV5] (ribK) riboflavin kinase, CTP-dependent",0.103875583,0.066713504,0.112451334
"2239","HVO_0324 [D4GZV3] (argS) arginine--tRNA ligase",0.21157191,0.133757016,0.149209659
"2240","HVO_0322 [D4GZV1] (minD4) MinD/ParA domain protein",0.794988184,0.000244843,0.016548415
"2241","HVO_0321 [D4GZV0] (arf1) peptide chain release factor aRF-1",0.893915735,0.02421032,0.006789053
"2242","HVO_0320 [D4GZU9] small CPxCG-related zinc finger protein",0.71448773,0.205459195,0.423722098
"2243","HVO_0319 [D4GZU8] (atpD1) A-type ATP synthase subunit D",0.007404825,0.000244843,0.002178399
"2244","HVO_0318 [D4GZU7] receiver/sensor/bat box HTH-10 family transcription regulator",0.707915125,1,0.410753562
"2245","HVO_0317 [Q48333] (atpB) A-type ATP synthase subunit B",0.427306205,0.07211751,0.134976942
"2246","HVO_0316 [Q48332] (atpA) A-type ATP synthase subunit A",0.845977723,0.106826952,0.350310938
"2247","HVO_0315 [Q48331] (atpF) A-type ATP synthase subunit F",0.362652694,0.003678427,0.00290533
"2248","HVO_0314 [Q48330] (atpC) A-type ATP synthase subunit C",0.891388182,0.001225057,0.052285251
"2249","HVO_0313 [Q48329] (atpE) A-type ATP synthase subunit E",0.015556044,0.004415285,0.19697865
"2250","HVO_0311 [D4GZU0] (atpI) A-type ATP synthase subunit I",0.605802645,0.001470199,0.01044041
"2251","HVO_0310 [D4GZT9] (atpH) A-type ATP synthase subunit H",0.337306787,0.000244843,0.000241787
"2252","HVO_0309 [D4GZT8] (menG) probable demethylmenaquinone methyltransferase",0.655907971,0.000244843,0.125391887
"2253","HVO_0307 [D4GZT6] conserved hypothetical protein",0.086228169,0.622742715,0.608035097
"2254","HVO_0306 [D4GZT5] probable transmembrane glycoprotein / HTH domain protein",0.180647453,0.000244925,0.014835341
"2255","HVO_0305 [D4GZT4] (etfB1) electron transfer flavoprotein beta subunit",0.595253806,0.071344249,0.069496898
"2256","HVO_0304 [D4GZT3] (etfA1) electron transfer flavoprotein alpha subunit",0.73315798,0.000244843,0.000241787
"2257","HVO_0303 [D4GZT2] (idsA2) bifunctional short chain isoprenyl diphosphate synthase",0.812227986,0.590714633,0.554415566
"2258","HVO_0301 [D4GZT0] receiver/sensor box histidine kinase",1,1,1
"2259","HVO_0300 [D4GZS9] conserved hypothetical protein",0.822423301,0.015267704,0.000483779
"2260","HVO_0298 [D4GZS7] TRAM domain protein",0.72948216,0.000244843,0.000241787
"2261","HVO_0297 [D4GZS6] (tfx) Tfx-type DNA-binding protein",0.855792308,0.000244843,0.000241787
"2262","HVO_0296 [D4GZS5] probable oxidoreductase (short-chain dehydrogenase family)",0.815072252,0.000244843,0.000241787
"2263","HVO_0294 [D4GZS3] (manC) mannose-1-phosphate guanylyltransferase",0.769856445,0.564246365,0.448337325
"2264","HVO_0292 [D4GZS1] (rpa3) replication protein A",0.000825727,0.000244843,0.028602031
"2265","HVO_0291 [D4GZS0] (rpap3) rpa-associated protein",0.000825727,0.000244843,0.000241787
"2266","HVO_0290 [D4GZR9] CopG domain protein",0.71285296,0.381134281,0.508713584
"2267","HVO_0289 [D4GZR8] conserved hypothetical protein",0.675132373,0.050370196,0.354348859
"2268","HVO_0286 [D4GZR6] ADP-ribose pyrophosphatase",0.693361599,0.000244843,0.000241787
"2269","HVO_0285 [D4GZR5] M50 family metalloprotease",0.028433634,0.482888992,0.48855417
"2270","HVO_0284 [D4GZR4] cupin 2 barrel domain protein",0.921853994,0.268955641,0.481778864
"2271","HVO_0283 [D4GZR3] (ashA) archaea-specific helicase AshA",0.696476604,0.01081783,0.057829778
"2272","HVO_0275 [D4GSU1] ISH5-type transposase ISHvo11_NumberOfIdenticalSequences_2<|>HVO_0276 [D4GQA9] ISH5-type transposase ISHvo11_NumberOfIdenticalSequences_3<|>HVO_0924 [D4GQ39] ISH5-type transposase ISHvo11_NumberOfIdenticalSequences_4<|>HVO_2051 [D4GU64] ISH5-type transposase ISHvo11<|>HVO_A0144 [D4GQH3] ISH5-type transposase ISHvo11<|>HVO_A0431 [D4GR97] ISH5-type transposase ISHvo11<|>HVO_B0157 [D4GPF9] ISH5-type transposase ISHvo11<|>HVO_C0053 [D4H0E0] ISH5-type transposase ISHvo11",1,1,1
"2273","HVO_0266 [D4GZL2] UPF0395 family protein",0.746056043,0.003432894,0.011903771
"2274","HVO_0265 [D4GZL1] conserved hypothetical protein<|>HVO_C0007 [D4H098] conserved hypothetical protein",0.695346163,0.317472622,0.377858919
"2275","HVO_0265 [D4GZL1] conserved hypothetical protein",0.613829124,0.301430134,0.304494373
"2276","HVO_0260 [D4GZK5] homolog to phage PhiH1 repressor protein",0.68965459,0.058007606,0.016548415
"2277","HVO_0255 [D4GZK0] polyamine aminopropyltransferase",0.677191173,0.395461849,0.405275083
"2278","HVO_0253 [D4GZJ8] (yrdC) L-threonylcarbamoyladenylate synthase",0.035589883,0.000244843,0.000241787
"2279","HVO_0252 [D4GZJ7] (bcp2) peroxiredoxin domain protein",0.643199416,0.432021065,0.388320571
"2280","HVO_0251 [D4GZJ6] (grx2) glutaredoxin",0.379682949,0.000244843,0.000241787
"2281","HVO_0250 [D4GZJ5] DUF21/CBS domain protein",0.000825727,0.000244843,0.000241787
"2282","HVO_0246 [D4GZJ1] ArsR family transcription regulator",0.654374917,0.36035362,0.355904807
"2283","HVO_0245 [D4GZJ0] MJ0936 family phosphodiesterase",0.719897111,0.408629779,0.433193366
"2284","HVO_0244 [D4GZI9] transport protein (probable substrate zinc/cadmium/cobalt)",0.640682689,0.10366051,0.141403931
"2285","HVO_0243 [D4GZI8] (ltaE) threonine aldolase",0.295999707,0.227092106,0.353416065
"2286","HVO_0242 [D4GZI7] (pepB1) aminopeptidase (homolog to leucyl aminopeptidase / aminopeptidase T)<|>HVO_1829 [D4GST7] (pepB2) aminopeptidase (homolog to leucyl aminopeptidase / aminopeptidase T)",0.76279616,0.445495616,0.40077813
"2287","HVO_0242 [D4GZI7] (pepB1) aminopeptidase (homolog to leucyl aminopeptidase / aminopeptidase T)",0.220352058,0.386213641,0.180047129
"2288","HVO_0241 [D4GZI6] small CPxCG-related zinc finger protein",0.045035402,0.157361762,0.134175653
"2289","HVO_0240 [D4GZI5] Lrp/AsnC family transcription regulator<|>HVO_2029 [D4GU43] Lrp/AsnC family transcription regulator",1,1,1
"2290","HVO_0240 [D4GZI5] Lrp/AsnC family transcription regulator",0.83861601,0.001225057,0.128579549
"2291","HVO_0239 [P43386] (glnA) glutamine synthetase",0.276683388,0.6749742,0.000241787
"2292","HVO_0237 [D4GZI2] UPF0761 family protein",0.812886022,0.418334481,0.297592875
"2293","HVO_0236 [D4GZI1] (trm1) tRNA (guanine(26)-N(2))-dimethyltransferase",0.626942351,0.000244843,0.000241787
"2294","HVO_0235 [D4GZI0] SWIM zinc finger domain protein",0.702368923,0.364111507,0.297892268
"2295","HVO_0234 [D4GZH9] conserved hypothetical protein",0.795672738,0.000244843,0.000241787
"2296","HVO_0233 [D4GZH8] (prsA) ribose-phosphate pyrophosphokinase",0.071973804,0.056221845,0.481778864
"2297","HVO_0232 [D4GZH7] conserved hypothetical protein",0.652220884,0.425163114,0.413015133
"2298","HVO_0231 [D4GZH6] (udg1) uracil-DNA glycosylase",0.544903005,0.360979308,0.104588074
"2299","HVO_0230 [D4GZH5] (hit1) histidine triad family protein (homolog to bis(5'-nucleosyl)-tetraphosphatase)",0.745292118,0.000979959,0.000241787
"2300","HVO_0228 [D4GZH3] ParA domain protein",0.673065068,0.000244843,0.000241787
"2301","HVO_0223 [D4GZG8] conserved hypothetical protein",0.48921727,0.244684303,0.095470795
"2302","HVO_0222 [D4GZG7] conserved hypothetical protein",0.171380278,0.182187814,0.251912373
"2303","HVO_0221 [D4GZG6] conserved hypothetical protein",0.155903715,0.100238055,0.072812416
"2304","HVO_0220 [D4GZG5] (mcm) ATP-dependent DNA helicase MCM",0.000825727,0.000244843,0.000241787
"2305","HVO_0219 [D4GZG4] (cmi4) conditioned medium-induced protein 4",0.630813416,0.000244843,0.025886618
"2306","HVO_0215 [D4GZG0] iron-sulfur protein (4Fe-4S)",0.659568597,0.387167845,0.000241787
"2307","HVO_0214 [D4GZF9] L-lactate dehydrogenase",0.801561275,0.000244843,0.000241787
"2308","HVO_0213 [D4GZF8] (dpsA2) ferritin/Dps domain protein",0.002475567,0.000244843,0.000241787
"2309","HVO_0212 [D4GZF7] glyoxalase domain protein",0.415731465,0.000244843,0.000241787
"2310","HVO_0211 [D4GZF6] (ferB1) ferredoxin (3Fe-4S)(4Fe-4S), zinc-containing",0.692508611,0.004660991,0.004603057
"2311","HVO_0209 [D4GZF4] (acd1) glutaryl-CoA dehydrogenase",0.009041465,0.000244843,0.000241787
"2312","HVO_0208 [D4GZF3] (guaAa2) glutamine amidotransferase (homolog to GMP synthase subunit A)",0.793386744,0.508419292,0.642049731
"2313","HVO_0207 [D4GZF2] alpha/beta hydrolase fold protein",0.843945818,0.000244843,0.000241787
"2314","HVO_0206 [D4GZF1] (alaS1) alanine--tRNA ligase",0.362652694,0.000244843,0.000241787
"2315","HVO_0203 [D4GZE8] (rfcA) replication factor C small subunit",0.860123758,0.000244843,0.000241787
"2316","HVO_0202 [D4GZE7] (samp2) ubiquitin-like modifier protein SAMP2",0.708190777,0.097873436,0.053795136
"2317","HVO_0201 [D4GZE6] GNAT family acetyltransferase",1,0.232837369,0.196141206
"2318","HVO_0199 [D4GZE4] (pmm2) phosphohexomutase (phosphoglucomutase / phosphomannomutase)",0.915441357,0.007612867,0.000241787
