Protein_ID,H26_Exponential_vs_H26_Stationary,H26_Exponential_vs_H26_Stationary_PEP,H26_Exponential_vs_HVABI_Exponential,H26_Exponential_vs_HVABI_Exponential_PEP,H26_Exponential_vs_HVLON3_Exponential,H26_Exponential_vs_HVLON3_Exponential_PEP,H26_Stationary_vs_HVABI_Stationary,H26_Stationary_vs_HVABI_Stationary_PEP,H26_Stationary_vs_HVLON3_Stationary,H26_Stationary_vs_HVLON3_Stationary_PEP,Row_Number
HVO_0595 [D4GSJ0] (minD2) MinD/ParA domain protein,0.696469414,0.702056279,-0.183729778,0.708245688,-0.239635832,0.900041625,-0.658107659,0.434785519,-0.216467846,0.527390871,1717
HVO_0593 [D4GSI8] (cobD2) L-threonine-O-3-phosphate decarboxylase,0,1,0,1,0,1,0,1,0,1,1718
HVO_0591 [D4GSI6] (cobD1) L-threonine-O-3-phosphate decarboxylase,0,1,0,1,0,1,0.379896991,0.471649459,12.92713972,1,1719
HVO_0590 [D4GSI5] (cobT) probable nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase,-0.309718966,0.751491541,0.12448892,0.714542078,0.378329745,0.878189258,0.268648892,0.483754868,0.465096119,0.565319315,1720
HVO_0588 [D4GSI3] (cobS) adenosylcobinamide-GDP ribazoletransferase,0.21792716,0.70858424,2.423812303,0.126716881,0.572975286,0.886526591,2.627429653,0.359052984,1.600695849,0.579831901,1721
HVO_0585 [D4GSI0] probable oxidoreductase (aldo-keto reductase family protein),2.081639405,0.001086455,-1.195937553,0.004144936,-0.480687575,0.911553072,-1.482904493,0.23739324,-1.704705867,0.131322485,1722
HVO_0583 [D4GSH9] CopG/DZR domain protein,-0.292358634,0.727761665,0.691121772,0.648229625,-0.138064834,0.911336497,1.834497797,0.000375006,0.634900008,0.555971728,1723
"HVO_0581 [D4GSH7] (ftsZ2) cell division protein FtsZ, type II",0.121029699,0.843367702,-0.254483681,0.778961933,-0.423502237,0.745232341,-0.657764563,0.184811742,-1.402654746,0.000549208,1724
HVO_0573 [D4GSG8] (apn1) endonuclease 4,1.227845053,0.570922562,-0.054765686,0.773249129,-0.025483408,0.945758693,-1.567707774,0.231344588,-0.876684758,0.351374734,1725
HVO_0572 [D4GSG7] (lpl) lipoate--protein ligase domain protein,1.489575367,0.001086455,0.251238544,0.794531564,0.117008131,0.951923586,-1.671539223,0.216007597,-1.11276687,0.409765182,1726
HVO_0571 [D4GSG6] conserved hypothetical protein,1.096171027,0.674739303,-2.08635297,0.630831297,-0.288390298,0.924216433,-4.005934192,0.389369349,-2.497823225,0.397320939,1727
HVO_0570 [D4GSG5] histidine kinase,-1.266340313,0.468465404,2.127623723,0.00083036,-0.285893969,0.928934938,3.25782807,0.000375006,1.552654879,0.015836503,1728
HVO_0569 [D4GSG4] (rio2) RIO-type serine/threonine protein kinase Rio2,-1.457524169,0.745200669,-2.224363939,0.05388351,-0.98510125,0.914635589,-1.253219801,0.457482769,-1.654584599,0.571612366,1729
HVO_0568 [D4GSG3] TrmB family transcription regulator,-0.411281588,0.718573804,-1.06369872,0.662037037,-1.396328224,0.896421008,-1.820472617,0.391428605,-2.955399001,0.484744257,1730
HVO_0567 [D4GSG2] (amyA1) glycoside hydrolase domain protein,-2.611596112,0.790544333,-0.142922757,0.789017341,-0.238972847,0.945617034,2.509533559,0.347629057,2.114810732,0.524971956,1731
HVO_0566 [D4GSG1] glycoside transferase domain protein,-1.158617108,0.68536607,0.617446953,0.67252076,0.773410286,0.896801925,1.722578791,0.377681542,1.661981882,0.556642344,1732
HVO_0565 [D4GSG0] (malK) ABC-type transport system ATP-binding protein (probable substrate maltose),0.935515719,0.711665758,-1.124559075,0.576316191,-0.784665058,0.869141299,-1.150606508,0.417427229,-1.161251762,0.535298047,1733
HVO_0564 [D4GSF9] (malE) ABC-type transport system periplasmic substrate-binding protein (probable substrate maltose),-1.0574395,0.601184741,0.390911333,0.689708034,-0.213681345,0.920784991,2.064661715,0.000375006,0.975743874,0.256869899,1734
HVO_0563 [D4GSF8] (malF) ABC-type transport system permease protein (probable substrate maltose),0,1,0,1,0,1,0,1,0,1,1735
HVO_0562 [D4GSF7] (malG) ABC-type transport system permease protein (probable substrate maltose),0,1,0,1,0,1,0,1,0,1,1736
HVO_0561 [D4GSF6] (rpl15e) 50S ribosomal protein L15e,-1.716909945,0.199597932,-0.480586672,0.710993419,0.490561074,0.911984656,1.347520956,0.227069905,0.651911317,0.503290976,1737
HVO_0558 [D4GSF3] (ubaA) SAMP-activating enzyme E1,0.14895277,0.8195954,-1.371161614,0.609154664,-0.620741141,0.903411479,-1.094831959,0.000375006,-1.717192825,0.546196637,1738
HVO_0555 [D4GSF2] (htr15a) transducer protein Htr15,9.914235782,1,10.9794283,1,8.613783665,1,0,1,0,1,1739
HVO_0552 [D4GSE9] (mutS1b) DNA mismatch repair protein MutS,0.620335748,0.536260161,0.27680456,0.688561539,0.161594083,0.944832929,-0.818784036,0.234547858,-0.591653189,0.542803567,1740
HVO_0551 [D4GSE8] (mutLb) DNA mismatch repair protein MutL,0.463493826,0.732795111,-1.0600937,0.308860307,0.216556798,0.942724472,-1.822421535,0.011614488,-1.945008449,0.000549208,1741
HVO_0549 [D4GSE6] (kdgK1) 2-keto-3-deoxygluconate kinase / 2-keto-3-deoxygalactonate kinase<|>HVO_A0328 [D4GR05] (kdgK2) 2-keto-3-deoxygalactonate kinase,-0.879409738,0.757914655,-2.441531222,0.430510841,-0.918512346,0.909141557,-1.464180463,0.434445837,-0.477027695,0.603445182,1742
HVO_0549 [D4GSE6] (kdgK1) 2-keto-3-deoxygluconate kinase / 2-keto-3-deoxygalactonate kinase,0.304783686,0.764939355,-0.247985466,0.759876786,-0.137030452,0.940705807,-1.185770999,0.073669108,-0.385365612,0.636738524,1743
HVO_0548 [D4GSE5] (nhaC1) probable NhaC-type sodium/proton antiporter,0,1,0,1,0,1,0,1,0,1,1744
HVO_0545 [D4GS77] conserved hypothetical protein,-1.383093028,0.620688364,0.274904931,0.712907505,-0.504776865,0.896928566,1.470796895,0.471649459,0.922589528,0.430440542,1745
HVO_0544 [D4GS76] major facilitator superfamily transport protein,-1.355576331,0.688051251,1.580365401,0.629542817,0.376416862,0.898684303,1.221288358,0.453088267,1.554058686,0.56199101,1746
HVO_0542 [D4GS74] conserved hypothetical protein,0,1,0,1,0,1,0,1,0,1,1747
HVO_0541 [D4GS73] (citB2) aconitate hydratase,1.435297121,0.001086455,-0.144114751,0.783433192,0.14778309,0.945261672,-1.259086631,0.000375006,-0.715460462,0.008216005,1748
HVO_0536 [D4GS68] (dpsA1) ferritin DpsA,-0.187673619,0.782909559,-0.118508861,0.742269296,-0.270545098,0.92795926,0.253517715,0.496830212,0.778662443,0.389469254,1749
HVO_0535 [D4GS67] DUF4013 family protein,-1.316902015,0.713057903,2.625947681,0.594193947,-0.730328281,0.885821537,3.842793516,0.320506202,0.467625726,0.589281061,1750
HVO_0534 [D4GS66] (tsgD1) ABC-type transport system ATP-binding protein (probable substrate sugar)<|>HVO_B0037 [D4GP38] (tsgE7) ABC-type transport system ATP-binding protein (probable substrate sugar)<|>HVO_B0038 [D4GP39] (tsgD7) ABC-type transport system ATP-binding protein (probable substrate sugar),-0.252014417,0.739827059,1.182650693,0.516952545,0.980060325,0.872080757,2.390698926,0.004874256,1.872773004,0.18069827,1751
HVO_0534 [D4GS66] (tsgD1) ABC-type transport system ATP-binding protein (probable substrate sugar),-0.436601244,0.754718107,-0.286921473,0.733991156,-0.621369413,0.878341396,0.654581125,0.468954677,0.112463035,0.612035518,1752
HVO_0532 [D4GS65] (tsgC1) ABC-type transport system permease protein (probable substrate sugar),-1.662354028,0.723467216,-0.058648113,0.669547736,-1.090827872,0.906892168,2.295150916,0.419813918,2.049756556,0.578521387,1753
HVO_0531 [D4GS64] (tsgB1) ABC-type transport system permease protein (probable substrate sugar),0,1,0,1,0,1,1.792458445,0.467606646,-0.037198705,0.537008791,1754
HVO_0530 [D4GS63] (tsgA1) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar),-0.610411299,0.700621749,1.813546289,0.00083036,-0.065691861,0.92384203,2.766501734,0.000375006,1.535237635,0.000549208,1755
HVO_0522 [D4GS57] (hda1) HdaI-type histone deacetylase,1.779274498,0.669469274,-1.391318171,0.62337863,0.44251282,0.91230698,-3.200028873,0.277034872,-1.679844825,0.508227325,1756
"HVO_0521 [D4GS58] (cca) tRNA adenylyltransferase, CCA-adding",1.343196357,0.300482645,-0.574779411,0.742012822,-0.141759998,0.945617034,-2.687159854,0.000375006,-1.612774367,0.004935985,1757
HVO_0520 [D4GS56] (hstA) archaeal histone,0,1,0,1,0,1,11.16827655,1,12.22256438,1,1758
HVO_0519 [D4GS55] (rpa2) replication protein A,0.054178819,0.883250307,-0.815949743,0.105857397,-0.041183849,0.97219063,-1.00916458,0.032147004,-1.231475114,0.000549208,1759
HVO_0518 [D4GS54] conserved hypothetical protein,-1.568507911,0.81448899,-2.331580652,0.731111311,-1.679661675,0.933476364,0.594517433,0.126855905,0.034876571,0.598639647,1760
HVO_0511 [D4GS48] (azf) glucose-6-phosphate 1-dehydrogenase (NAD),1.360100538,0.032946347,0.717327259,0.58725319,-0.497796071,0.884969012,-1.111083967,0.090243679,-0.870637847,0.295290383,1761
HVO_0508 [D4GS45] conserved hypothetical protein,-1.962091161,0.653540888,-1.015322194,0.648540566,0.630226007,0.908360567,1.00012843,0.44259074,2.450567713,0.473889913,1762
HVO_0507 [D4GS44] (cre1) creatininase domain protein,1.514037311,0.677500311,-0.869630222,0.639129234,0.301216125,0.883097288,-1.699774398,0.422880561,-0.608414234,0.556977482,1763
HVO_0506 [D4GS43] ABC-type transport system ATP-binding/permease protein,-2.564920014,0.018255732,0.445160161,0.697940668,-1.196869246,0.620924508,2.770690663,0.000375006,1.947371878,0.003840757,1764
HVO_0504 [D4GS41] DUF192 family protein,0,1,0,1,0,1,3.568989858,0.3313062,2.302808606,0.000549391,1765
HVO_0500 [D4GS38] conserved hypothetical protein,-2.481358549,0.677805864,0.279092606,0.644796735,1.450126392,0.893450103,1.940780055,0.427986749,6.552840841,1,1766
HVO_0494 [D4GS34] conserved hypothetical protein,-0.654695595,0.716102015,1.557606555,0.003317596,0.100681041,0.904702949,2.381494001,0.000375006,2.113609135,0.000549208,1767
HVO_0493 [D4GS33] HTH domain protein,0.56632473,0.738276483,-1.185583684,0.007446098,-0.732976628,0.913373037,-3.156849976,0.346589016,-1.968587754,0.517680231,1768
HVO_0488 [D4GS28] HTH domain protein,0,1,0,1,0,1,0,1,0,1,1769
HVO_0484 [D4GS24] (rpl16) 50S ribosomal protein L16,-1.0466168,0.262452156,0.341284618,0.746861703,0.168900328,0.94235476,1.263385914,0.028420821,1.081682604,0.09265885,1770
HVO_0482 [D4GS22] (hsp20C) Hsp20-type molecular chaperone,-3.320618725,0.711944612,-1.582493681,0.623052175,-0.834913087,0.90028635,-0.034381256,0.059624552,0.074309309,0.505762142,1771
HVO_0481 [D4GS21] (gap2) glyceraldehyde-3-phosphate dehydrogenase (NAD) (phosphorylating)<|>decoy_sp|GFP_AEQVI|,8.41711399,1,8.679663,1,-1.693160598,0.899303658,0,1,0,1,1772
HVO_0481 [D4GS21] (gap2) glyceraldehyde-3-phosphate dehydrogenase (NAD) (phosphorylating),-0.303063385,0.710827915,0.422616269,0.399544267,0.20228057,0.933393041,-0.269456761,0.563584752,0.116479824,0.717442146,1773
HVO_0480 [D4GS20] (pgk) phosphoglycerate kinase,-0.205436086,0.794295763,-1.423916113,0.00083036,-0.356147862,0.72655772,-1.326017733,0.000375006,-0.916663064,0.005483245,1774
HVO_0478 [D4GS18] (gap1) glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) (phosphorylating),3.229433988,0.001086455,0.253014132,0.777777778,0.230765366,0.93816238,-0.61810859,0.101625844,-0.469646391,0.445498954,1775
HVO_0477 [D4GS17] (pepB3) aminopeptidase (homolog to leucyl aminopeptidase / aminopeptidase T),0.11671126,0.751989906,-0.158599211,0.713997841,-1.121006973,0.901379872,-0.437584062,0.508530245,0.025663397,0.639820468,1776
HVO_0476 [D4GS16] UCP015877 family protein,-0.495640714,0.725620877,-1.397447899,0.575246031,0.46472469,0.916291255,-1.226277913,0.442929774,-1.603195751,0.000549208,1777
HVO_0475 [D4GS15] probable S-adenosylmethionine-dependent methyltransferase,1.409691904,0.700621749,0.188087309,0.686548704,-0.399540179,0.918217317,-2.367767546,0.492141136,-3.544573732,0.000549391,1778
HVO_0471 [D4GS11] conserved hypothetical protein,0,1,0,1,0,1,0,1,0,1,1779
HVO_0470 [D4GS10] (thrC1) threonine synthase,2.070912087,0.307930882,-2.551503018,0.076142663,-0.862111154,0.87012987,-4.374058574,0.002625257,-4.134233621,0.211583574,1780
HVO_0469 [D4GS09] AstE domain protein,0.471878059,0.7346317,-1.09791227,0.193917086,-0.557337206,0.895397864,-1.159229149,0.03624222,-0.952101916,0.233996001,1781
HVO_0467 [D4GS07] (pchB) PhoU/TrkA-C domain protein,1.88107759,0.001086455,0.126322737,0.747876068,-0.234525227,0.922993426,-1.405254054,0.000375006,-1.590158433,0.000549208,1782
HVO_0466 [D4GS06] (citZ) citrate synthase,1.704785092,0.001086455,-0.435572887,0.654719872,-0.197392043,0.945404026,-0.893857467,0.008245639,-0.705933939,0.053261594,1783
HVO_0464 [D4GS04] (ilvA1) threonine ammonia-lyase,0.601007481,0.723467216,-1.346183702,0.659609732,0.735075574,0.904819472,-2.318067457,0.277034872,-1.310878788,0.57655233,1784
HVO_0463A [L9UM07] conserved hypothetical protein,0,1,0,1,0,1,0,1,0,1,1785
HVO_0463 [-] spurious ORF,0,1,0,1,0,1,0,1,0,1,1786
HVO_0462 [D4GS02] (cydA) cytochrome bd ubiquinol oxidase subunit I,-1.652950616,0.642663331,1.618315281,0.517744237,-0.22473356,0.901137955,3.144867745,0.032147004,1.894427599,0.465490364,1787
HVO_0461 [D4GS01] (cydB) cytochrome bd ubiquinol oxidase subunit II,-2.496264504,0.017194671,-0.258231982,0.654719872,-0.380145426,0.893450103,3.237092033,0.450381702,1.967925688,0.539739923,1788
HVO_0459 [D4GRZ9] (ridA1) enamine/imine deaminase,0.497772624,0.755458421,0.813794105,0.636590176,-0.042609811,0.948738726,-0.171380869,0.256551196,0.595456046,0.563323676,1789
HVO_0455 [O30560] (ths2) thermosome subunit 2,-0.463177651,0.268245428,0.53822877,0.004144936,0.109021008,0.946532889,1.132058082,0.000375006,0.829786615,0.000549208,1790
HVO_0454 [D4GRZ5] (ala) alanine dehydrogenase,1.268042486,0.701483134,0.768689914,0.627280269,0.47658769,0.910464928,-0.290241596,0.478042724,-1.035749282,0.503290976,1791
HVO_0453 [D4GRZ4] conserved hypothetical protein,-0.850921583,0.696865802,2.07398789,0.50413584,0.264520402,0.911336497,2.849941736,0.174724359,2.018300832,0.477158223,1792
HVO_0452 [D4GRZ3] (leuS) leucine--tRNA ligase,0.117719065,0.831712996,-0.937641222,0.001660448,-0.066890595,0.94839853,-1.826763772,0.000375006,-0.908442118,0.000549208,1793
HVO_0450 [D4GRZ1] (hsp20A) Hsp20-type molecular chaperone<|>HVO_0451 [D4GRZ2] (hsp20B) Hsp20-type molecular chaperone,-1.663969238,0.041205659,0.557278728,0.65808672,4.189569416,1,2.598550152,0.000375006,0.490311447,1,1794
HVO_0450 [D4GRZ1] (hsp20A) Hsp20-type molecular chaperone,-0.996238466,0.752487553,1.144056384,0.614824068,-0.718524706,0.905284105,2.086441036,0.000375006,1.054935461,0.513839675,1795
HVO_0449 [D4GRZ0] (pheA) prephenate dehydratase<|>HVO_1740 [D4H079] conserved hypothetical protein,0.706884039,0.716102015,-1.085485922,0.00083036,0.15765911,0.932132501,-2.210388553,0.400683037,-1.119055812,0.000549208,1796
HVO_0449 [D4GRZ0] (pheA) prephenate dehydratase,0.609511314,0.594100175,-0.563219999,0.710719353,0.217291926,0.941609759,-1.180365458,0.000375006,-0.663697141,0.13280417,1797
HVO_0448 [D4GRY9] (hisH) imidazole glycerol-phosphate synthase subunit HisH,-0.543275818,0.722926775,-3.507008481,0.580575983,0.367151431,0.907346499,-3.689351607,0.296019517,-2.324329639,0.5519385,1798
HVO_0447 [D4GRY8] (phnD1) ABC-type transport system periplasmic substrate-binding protein (probable substrate phosphate/phosphonate),-2.396716003,0.457436169,-0.495356123,0.660217654,-0.758873419,0.887922227,1.169541514,0.42151788,2.174567648,0.170698716,1799
HVO_0446 [D4GRY7] (phnC1) ABC-type transport system ATP-binding protein (probable substrate phosphate/phosphonate),-0.604098751,0.565330936,1.131418566,0.008269344,-0.519741735,0.89942705,1.752765929,0.000375006,0.955581689,0.215272431,1800
HVO_0445 [D4GRY6] (phnE1) ABC-type transport system permease protein (probable substrate phosphate/phosphonate),-0.170298786,0.722926775,2.798700523,0.00083036,-0.285360998,0.908807669,3.135042902,0.000375006,0.893771206,0.539057838,1801
HVO_0441 [D4GRY2] beta-lactamase domain protein,0,1,0,1,0,1,-3.416984383,0.414015362,-1.052189993,0.005483245,1802
HVO_0440 [D4GRY1] conserved hypothetical protein,0,1,0,1,0,1,0.699880627,1,0.643832599,1,1803
HVO_0437 [D4GRX8] (secG) protein translocase subunit SecG,-1.162723311,0.704624492,0.783053822,0.636271914,-0.06376189,0.900530446,0.958965877,0.505524752,1.636657826,0.518028651,1804
HVO_0434 [D4GRX5] major facilitator superfamily transport protein,0,1,0,1,0,1,0,1,0,1,1805
HVO_0433 [D4GRX4] (npdG) F420H2:NADP oxidoreductase,0.737133534,0.673196774,0.423163429,0.665956623,0.535881384,0.881928418,-0.638521426,0.466595342,0.847663527,0.357073156,1806
HVO_0432 [D4GRX3] conserved hypothetical protein,0.704743085,0.724006844,-0.393803306,0.621744314,-0.045187026,0.90198197,-0.420653814,0.40102541,-0.690439052,0.515587187,1807
HVO_0431 [D4GRX2] HAD superfamily hydrolase,1.163012345,0.001086455,-1.500158721,0.00083036,0.188538546,0.94055408,-2.347861582,0.000375006,-1.596403789,0.000549208,1808
HVO_0429 [D4GRX0] (amzA) archaemetzincin,0.279099933,0.754223676,-2.187097597,0.130257231,-1.079243641,0.860544887,-2.051709554,0.000375006,-0.941638814,0.558651477,1809
"HVO_0425 [D4GRW6] glyoxalase domain protein (homolog to catechol-2,3-dioxygenase)",0.761277033,0.06936603,-1.033898532,0.739955911,0.791449829,0.897055041,-1.792165417,0.485769084,-1.19118887,0.57523743,1810
HVO_0424 [D4GRW5] ABCE1 family ribosome recycling factor,0.489384977,0.613212129,-0.883216658,0.011554193,-0.093217302,0.960730648,-1.179422712,0.041820564,-1.17333861,0.013120165,1811
HVO_0423 [D4GRW4] conserved hypothetical protein,-1.308614578,0.665390139,1.116878855,0.632437416,0.502824317,0.911119397,2.206724265,0.221006942,1.592941448,0.000549391,1812
HVO_0421 [D4GRW2] arNOG04375 family protein (homolog to PilT-type ATPase),0.422422028,0.733583387,-1.345958042,0.004144936,-0.18415625,0.935935595,-1.338499535,0.000375006,-0.691346596,0.165426979,1813
HVO_0420 [D4GRW1] (mpcT) transducer protein MpcT,-1.404628303,0.001086455,1.747694626,0.00083036,-0.608681737,0.876501217,2.998753841,0.000375006,1.746892747,0.015836503,1814
HVO_0419 [D4GRW0] M20 family amidohydrolase (homolog to succinyl-diaminopimelate desuccinylase),0,1,0,1,0,1,0,1,0,1,1815
HVO_0418 [D4GRV9] homing endonuclease domain protein,-0.991805263,0.710268285,-1.546642068,0.650092435,0.898258705,0.913901297,-0.393771205,0.042192206,9.734243463,1,1816
HVO_0417 [D4GRV8] (cxp) metal-dependent carboxypeptidase,0.649143533,0.228768927,-0.277971516,0.744315996,-0.064478826,0.959118272,-0.999213482,0.000375131,-0.659211016,0.115904337,1817
HVO_0415 [D4GRV6] (uvrD) repair helicase UvrD,-0.021548488,0.841487701,-1.091652558,0.036578013,-0.16539275,0.933808773,-1.344107237,0.000375006,-1.039963149,0.014207401,1818
HVO_0414 [D4GRV5] peptidase M24 family protein,-0.826945293,0.718025974,1.570505119,0.627927715,1.982535134,0.867809324,4.516358093,0.000375006,4.401452167,0.457761401,1819
HVO_0413 [D4GRV4] conserved hypothetical protein,-2.584586847,0.724006844,-2.266775982,0.617140949,1.991408175,0.885111592,-0.083583506,0.427306276,0.444888421,0.54687387,1820
HVO_0408 [D4GRU9] PrsW family protein,-1.754884894,0.695702457,1.770968769,0.004971455,-0.805427544,0.893450103,3.0980452,0.00862008,3.159821102,0.000549208,1821
HVO_0407 [D4GRU8] conserved hypothetical protein,-0.057861037,0.744946649,1.006215884,0.00083036,-0.589753019,0.924029442,0.719472824,0.481403739,1.6906461,0.365968164,1822
HVO_0406 [D4GRU7] (aubA) probable ribonuclease FAU-1,0.330343715,0.762533402,-1.580112279,0.00083036,0.083027816,0.939483323,-2.183834714,0.000375006,-1.196690233,0.038425422,1823
HVO_0403 [D4H029] (glcK) glucokinase,-0.402087209,0.734369913,-1.226729243,0.613162898,0.339131747,0.925145123,-0.784285093,0.486775834,-2.295336619,0.538375288,1824
HVO_0402 [D4H028] DUF124 family protein,0.150231122,0.77462815,0.356708036,0.692847125,0.662114318,0.91720894,1.655277158,0.029911667,1.570188332,0.236710788,1825
HVO_0401 [D4H027] UspA domain protein,1.880833761,0.488849352,2.671578096,0.059313151,-0.893565698,0.877578515,1.13773274,0.437501998,1.563243652,0.449974685,1826
HVO_0400 [D4H026] conserved hypothetical protein,-0.118434035,0.809716516,-0.532752101,0.678414097,-0.041419358,0.928404207,-0.162303234,0.592480776,0.176610583,0.653869933,1827
HVO_0399 [D4H025] conserved hypothetical protein,-3.193700713,0.56853491,-1.953050494,0.650711863,-0.117095091,0.896801925,0.368265004,0.466595342,3.028999326,0.000549208,1828
