"Protein.ID","H26_vs_DksgA","H26_vs_DksgA_KsgA","H26_vs_DksgA_ksgA_E84A"
"2088","HVO_0559 [D4GSF4] (glpE) thiosulfate sulfurtransferase GlpE",-0.1372688,0.301449908,0.317186264
"2089","HVO_0558 [D4GSF3] (ubaA) SAMP-activating enzyme E1",-0.215214015,0.162256251,-0.04730167
"2090","HVO_0555 [D4GSF2] (htr15a) transducer protein Htr15",3.037963317,1.167192655,2.622576368
"2091","HVO_0554 [D4GSF1] (basT) transducer protein BasT",-0.619274781,0.408922661,-0.724483869
"2092","HVO_0553 [D4GSF0] (basB) chemotactic signal transduction system periplasmic substrate-binding protein BasB",1.078600969,1.422711254,0.045330395
"2093","HVO_0552 [D4GSE9] (mutS1b) DNA mismatch repair protein MutS",-0.040759645,-0.909949427,-0.899646419
"2094","HVO_0551 [D4GSE8] (mutLb) DNA mismatch repair protein MutL",-0.221918966,0.426158808,0.290591315
"2095","HVO_0549 [D4GSE6] (kdgK1) 2-keto-3-deoxygluconate kinase / 2-keto-3-deoxygalactonate kinase<|>HVO_A0328 [D4GR05] (kdgK2) 2-keto-3-deoxygalactonate kinase",0.027557878,-0.057555728,-0.62902662
"2096","HVO_0549 [D4GSE6] (kdgK1) 2-keto-3-deoxygluconate kinase / 2-keto-3-deoxygalactonate kinase",-0.175094027,-0.371727626,-0.326547312
"2097","HVO_0547 [D4GSE4] conserved hypothetical protein",-0.466021513,-0.10884317,-0.25221863
"2098","HVO_0545 [D4GS77] conserved hypothetical protein",0.183856616,-0.25020479,-0.310571601
"2099","HVO_0544 [D4GS76] major facilitator superfamily transport protein",0.740525358,-1.108447766,-1.489010414
"2100","HVO_0543 [D4GS75] (trxA8) thioredoxin",0.116057675,1.123067387,1.079511614
"2101","HVO_0542 [D4GS74] conserved hypothetical protein",-1.370071799,0.346304458,0.165908895
"2102","HVO_0541 [D4GS73] (citB2) aconitate hydratase",-0.468646944,-1.186443655,-1.347451751
"2103","HVO_0536 [D4GS68] (dpsA1) ferritin DpsA",-0.505732498,2.670761279,2.804501463
"2104","HVO_0534 [D4GS66] (tsgD1) ABC-type transport system ATP-binding protein (probable substrate sugar)<|>HVO_B0037 [D4GP38] (tsgE7) ABC-type transport system ATP-binding protein (probable substrate sugar)<|>HVO_B0038 [D4GP39] (tsgD7) ABC-type transport system ATP-binding protein (probable substrate sugar)",0,0,0
"2105","HVO_0534 [D4GS66] (tsgD1) ABC-type transport system ATP-binding protein (probable substrate sugar)",-0.426464556,-2.911918677,-3.103181851
"2106","HVO_0532 [D4GS65] (tsgC1) ABC-type transport system permease protein (probable substrate sugar)",-0.099156419,1.701331337,1.139259783
"2107","HVO_0531 [D4GS64] (tsgB1) ABC-type transport system permease protein (probable substrate sugar)",0.497660437,-1.390731996,1.077413798
"2108","HVO_0530 [D4GS63] (tsgA1) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar)",-0.485704919,-4.268655483,-4.453634289
"2109","HVO_0522 [D4GS57] (hda1) HdaI-type histone deacetylase",-0.065494402,0.000644633,-0.447407211
"2110","HVO_0521 [D4GS58] (cca) tRNA adenylyltransferase, CCA-adding",-0.326943505,0.30883741,0.253397149
"2111","HVO_0520 [D4GS56] (hstA) archaeal histone",-0.366357763,0.243911086,-0.007883238
"2112","HVO_0519 [D4GS55] (rpa2) replication protein A",-0.433520531,1.302740365,1.233295107
"2113","HVO_0518 [D4GS54] conserved hypothetical protein",0.329981528,0.522045619,0.534598246
"2114","HVO_0514 [D4GS51] DUF309 family protein",-0.380001737,0.219665653,-0.117504219
"2115","HVO_0511 [D4GS48] (azf) glucose-6-phosphate 1-dehydrogenase (NAD)",0.467322771,-0.870052383,-0.449466081
"2116","HVO_0510 [D4GS47] (mptD) dihydroneopterin aldolase, archaeal-type",-0.017043469,-0.034984573,0.013618089
"2117","HVO_0508 [D4GS45] conserved hypothetical protein",-0.921734399,1.344727165,1.17559626
"2118","HVO_0507 [D4GS44] (cre1) creatininase domain protein",-1.262632411,-0.826681517,-2.331235926
"2119","HVO_0506 [D4GS43] ABC-type transport system ATP-binding/permease protein",1.255015511,0.26308218,0.27440311
"2120","HVO_0505 [D4GS42] conserved hypothetical protein",-0.755580204,3.376648503,-0.474295291
"2121","HVO_0504 [D4GS41] DUF192 family protein",0.367361733,1.090989438,0.335172192
"2122","HVO_0500 [D4GS38] conserved hypothetical protein",0.710381268,1.259838381,1.363125171
"2123","HVO_0494 [D4GS34] conserved hypothetical protein",0.461202557,2.306072162,2.187821017
"2124","HVO_0493 [D4GS33] HTH domain protein",0.314463777,-2.321524345,-2.050109479
"2125","HVO_0492 [D4GS32] (boa1) HTH-10 family transcription regulator",-0.398502048,1.668649373,3.57515432
"2126","HVO_0491 [D4GS31] FMN-binding domain protein",-0.165086073,0.798811037,0.62810025
"2127","HVO_0489 [D4GS29] small CPxCG-related zinc finger protein",-0.238068965,0.226320062,0.337889751
"2128","HVO_0488 [D4GS28] HTH domain protein",0.186569681,-1.85956955,-1.753226327
"2129","HVO_0486 [D4GS26] (nucS) endonuclease NucS",-0.01967711,-0.757676179,-1.090354893
"2130","HVO_0484 [D4GS24] (rpl16) 50S ribosomal protein L16",0.441499758,-1.14089453,-1.256312854
"2131","HVO_0482 [D4GS22] (hsp20C) Hsp20-type molecular chaperone",-0.382592811,0.185187706,0.28146508
"2132","HVO_0481 [D4GS21] (gap2) glyceraldehyde-3-phosphate dehydrogenase (NAD) (phosphorylating)",0.026906263,0.583154669,0.325438011
"2133","HVO_0480 [D4GS20] (pgk) phosphoglycerate kinase",-0.353728528,0.395308115,0.354413298
"2134","HVO_0479 [D4GS19] MJ0936 family phosphodiesterase",-0.349150623,-0.27287707,-0.060527021
"2135","HVO_0478 [D4GS18] (gap1) glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) (phosphorylating)",-0.229649976,-1.243449261,-0.839013051
"2136","HVO_0477 [D4GS17] (pepB3) aminopeptidase (homolog to leucyl aminopeptidase / aminopeptidase T)",-0.179506023,1.681068156,1.619374822
"2137","HVO_0476 [D4GS16] UCP015877 family protein",-0.202791875,1.355801354,1.322887768
"2138","HVO_0475 [D4GS15] probable S-adenosylmethionine-dependent methyltransferase",-0.312221455,0.310268518,0.244268147
"2139","HVO_0474 [D4GS14] (pimT) protein-L-isoaspartate O-methyltransferase",0.015358694,1.086187845,1.106191563
"2140","HVO_0470 [D4GS10] (thrC1) threonine synthase",0.096066333,-1.102788756,-0.995954108
"2141","HVO_0469 [D4GS09] AstE domain protein",0.138025015,-1.316964377,-1.094864596
"2142","HVO_0467 [D4GS07] (pchB) PhoU/TrkA-C domain protein",-0.330404398,0.748033926,0.368282485
"2143","HVO_0466 [D4GS06] (citZ) citrate synthase",0.029524127,-1.204085769,-1.422267523
"2144","HVO_0464 [D4GS04] (ilvA1) threonine ammonia-lyase",0.202519113,-1.182032309,-1.721899864
"2145","HVO_0462 [D4GS02] (cydA) cytochrome bd ubiquinol oxidase subunit I",-0.137558905,-0.385221786,-0.79587487
"2146","HVO_0459 [D4GRZ9] (ridA1) enamine/imine deaminase",-0.936735609,0.644610853,0.272801997
"2147","HVO_0455 [O30560] (ths2) thermosome subunit 2",-0.416374744,0.395346001,0.429585771
"2148","HVO_0454 [D4GRZ5] (ala) alanine dehydrogenase",0.043730119,-0.115684878,-0.365148687
"2149","HVO_0453 [D4GRZ4] conserved hypothetical protein",-0.178261601,0.564037373,0.640893736
"2150","HVO_0452 [D4GRZ3] (leuS) leucine--tRNA ligase",-0.13056733,-1.009157745,-0.901244644
"2151","HVO_0451 [D4GRZ2] (hsp20B) Hsp20-type molecular chaperone",-1.057654734,4.286570269,4.033006092
"2152","HVO_0450 [D4GRZ1] (hsp20A) Hsp20-type molecular chaperone<|>HVO_0451 [D4GRZ2] (hsp20B) Hsp20-type molecular chaperone",0.084191951,0.656511434,0.982726767
"2153","HVO_0450 [D4GRZ1] (hsp20A) Hsp20-type molecular chaperone",-0.227696595,0.898364804,0.628169395
"2154","HVO_0449 [D4GRZ0] (pheA) prephenate dehydratase",-0.036738139,0.067569214,0.047113288
"2155","HVO_0448 [D4GRY9] (hisH) imidazole glycerol-phosphate synthase subunit HisH",-0.122403982,0.43309968,0.480874514
"2156","HVO_0447 [D4GRY8] (phnD1) ABC-type transport system periplasmic substrate-binding protein (probable substrate phosphate/phosphonate)",-0.575240506,-1.158877013,-1.745974944
"2157","HVO_0446 [D4GRY7] (phnC1) ABC-type transport system ATP-binding protein (probable substrate phosphate/phosphonate)",-0.390599876,-0.466226559,-0.716804288
"2158","HVO_0445 [D4GRY6] (phnE1) ABC-type transport system permease protein (probable substrate phosphate/phosphonate)",0.529296892,-0.289921292,-0.402917472
"2159","HVO_0444 [D4GRY5] (udg3) uracil-DNA glycosylase",-0.419262293,0.550296479,0.416554805
"2160","HVO_0443 [D4GRY4] UPF0215 family protein",0,0,0
"2161","HVO_0441 [D4GRY2] beta-lactamase domain protein",-0.195777053,0.546363937,0.568803639
"2162","HVO_0439 [D4GRY0] (rpl40e) 50S ribosomal protein L40e",-0.332033661,1.196500538,0.926055964
"2163","HVO_0438 [D4GRX9] (trxA1) thioredoxin",-1.276837378,1.423258549,1.074560928
"2164","HVO_0437 [D4GRX8] (secG) protein translocase subunit SecG",0.087496519,-0.615397553,-0.771365864
"2165","HVO_0436 [D4GRX7] (pdxT) pyridoxal 5'-phosphate synthase subunit PdxT",-0.250917692,1.137085022,1.149259753
"2166","HVO_0435 [D4GRX6] (hisE) phosphoribosyl-ATP pyrophosphatase",-0.34867375,1.378074076,1.261942026
"2167","HVO_0434 [D4GRX5] major facilitator superfamily transport protein",-2.69000864,0.040246134,-2.976560361
"2168","HVO_0433 [D4GRX4] (npdG) F420H2:NADP oxidoreductase",-0.003956551,-0.371257891,-0.114748202
"2169","HVO_0432 [D4GRX3] conserved hypothetical protein",-0.042645999,0.74573852,0.663881974
"2170","HVO_0431 [D4GRX2] HAD superfamily hydrolase",-0.289847086,1.195384155,1.149033065
"2171","HVO_0430 [D4GRX1] UPF0146 family protein",0.035479276,-0.908587341,-1.018682955
"2172","HVO_0429 [D4GRX0] (amzA) archaemetzincin",0.142703419,-0.530399894,-0.443657569
"2173","HVO_0428 [D4GRW9] UspA domain protein",-0.131320309,2.384882152,2.447825227
"2174","HVO_0427 [D4GRW8] (rtcA) RNA 3'-terminal phosphate cyclase<|>HVO_1203 [D4GWW9] (arlD1) arl cluster protein ArlD<|>HVO_B0061 [D4GP63] (cbiL) cobalt-factor-II C20-methyltransferase",-0.221359794,1.01272343,0.620108856
"2175","HVO_0427 [D4GRW8] (rtcA) RNA 3'-terminal phosphate cyclase",0,0,0
"2176","HVO_0425 [D4GRW6] glyoxalase domain protein (homolog to catechol-2,3-dioxygenase)",-0.044530213,-0.844632451,-0.687963865
"2177","HVO_0424 [D4GRW5] ABCE1 family ribosome recycling factor",0.188069843,-1.103418991,-1.236649032
"2178","HVO_0423 [D4GRW4] conserved hypothetical protein",-0.57695291,-1.818319877,-1.090847033
"2179","HVO_0422 [D4GRW3] NP_1176A family transcription regulator",-0.10359255,1.078044973,1.172534943
"2180","HVO_0421 [D4GRW2] arNOG04375 family protein (homolog to PilT-type ATPase)",0.087156958,-0.118479372,0.246512277
"2181","HVO_0420 [D4GRW1] (mpcT) transducer protein MpcT",-0.702228955,0.332373757,-0.369636556
"2182","HVO_0418 [D4GRV9] homing endonuclease domain protein",0.192370428,-2.110139076,-1.959962161
"2183","HVO_0417 [D4GRV8] (cxp) metal-dependent carboxypeptidase",0.246807368,-0.349552132,-0.160253802
"2184","HVO_0415 [D4GRV6] (uvrD) repair helicase UvrD",0.18891467,-1.415280322,-1.200853202
"2185","HVO_0414 [D4GRV5] peptidase M24 family protein",0.810968589,-1.322916856,-1.342546258
"2186","HVO_0413 [D4GRV4] conserved hypothetical protein",0.1276074,-0.187433129,0.209786319
"2187","HVO_0409 [D4GRV0] (ribE) riboflavin synthase",-0.201562713,0.727665073,0.255287806
"2188","HVO_0407 [D4GRU8] conserved hypothetical protein",-0.501951476,1.132634822,0.943780336
"2189","HVO_0406 [D4GRU7] (aubA) probable ribonuclease FAU-1",-0.099070159,-0.898499662,-1.161603321
"2190","HVO_0405 [D4H031] NifU C-terminal domain protein",-0.171893552,1.924597068,1.937607217
"2191","HVO_0403 [D4H029] (glcK) glucokinase",0.357045681,-0.807007939,-0.603147678
"2192","HVO_0402 [D4H028] DUF124 family protein",0.40276975,0.651265509,1.22442888
"2193","HVO_0401 [D4H027] UspA domain protein",-0.159791947,0.081816627,0.734558538
"2194","HVO_0400 [D4H026] conserved hypothetical protein",-0.227082439,1.090374083,1.03616554
"2195","HVO_0399 [D4H025] conserved hypothetical protein",0.202871191,0.70827382,0.444781905
"2196","HVO_0398 [D4H024] conserved hypothetical protein",-0.207192408,0.378417808,0.108567832
"2197","HVO_0397 [D4H023] homolog to glycine cleavage system protein T",0.11231575,-0.578317659,-0.591245085
"2198","HVO_0396 [D4H022] FAD-dependent oxidoreductase (homolog to geranylgeranyl reductase)",0.171537016,-1.767809663,-1.608814708
"2199","HVO_0395 [D4H021] WD40/YVTN domain protein",-0.111225934,-1.138557865,-0.363143963
"2200","HVO_0393 [D4H019] (uvrA) UvrABC system protein A",0.283133094,-1.091018561,-0.619352499
"2201","HVO_0392 [D4H018] (sepF) probable SepF protein",-0.077387556,0.577690526,0.202285971
"2202","HVO_0391 [D4H017] DUF1028 family protein",-0.599614844,-1.231971524,-1.647957568
"2203","HVO_0390 [D4H016] PUA domain protein",-1.045004822,1.872704693,1.596879106
"2204","HVO_0388 [D4H014] (rnr) ribonuclease R",0.000377884,-0.241831335,-0.210487991
"2205","HVO_0387 [D4H013] conserved hypothetical protein",-0.101229552,0.000494384,-0.292500295
"2206","HVO_0386 [D4H012] conserved hypothetical protein",-0.082623791,0.115754585,0.109217262
"2207","HVO_0380 [D4H006] conserved hypothetical protein",0.226511512,0.603525782,0.71065505
"2208","HVO_0379B [A0A1C9J6T3] hypothetical protein",0.544918042,-1.311553921,-1.3025537
"2209","HVO_0379A [A0A1C9J6T2] conserved hypothetical protein",-0.049309564,1.648958734,1.576177392
"2210","HVO_0379 [D4H005] integrase family protein",-0.709725809,1.684531887,1.916909949
"2211","HVO_0373 [D4GZZ9] conserved hypothetical protein",-0.36119847,0.873094966,3.211333383
"2212","HVO_0360 [D4GZY7] (rps10a) 30S ribosomal protein S10a",-0.103446221,-0.282712239,-0.278053089
"2213","HVO_0359 [D4GZY6] (tef1a1) translation elongation factor aEF-1 alpha / peptide chain release factor aRF-3<|>HVO_2413 [D4GWR0] (tef1a2) translation elongation factor aEF-1 alpha / peptide chain release factor aRF-3",0.604591522,-0.217600888,-0.313438878
"2214","HVO_0359 [D4GZY6] (tef1a1) translation elongation factor aEF-1 alpha / peptide chain release factor aRF-3",0.754679718,0.216963844,0.366085394
"2215","HVO_0358 [D4GZY5] (hom1) homoserine dehydrogenase<|>HVO_0601 [D4GSJ6] (hom2) homoserine dehydrogenase",-0.373869329,-1.03957235,-1.566160266
"2216","HVO_0358 [D4GZY5] (hom1) homoserine dehydrogenase",-0.187141906,-0.79342936,-1.00910689
"2217","HVO_0357 [D4GZY4] ACT domain protein<|>HVO_0600 [D4GSJ5] ACT domain protein",0.166022658,1.191575548,0.688120755
"2218","HVO_0357 [D4GZY4] ACT domain protein",-0.416306665,0.558704708,0.145494622
"2219","HVO_0356 [D4GZY3] (tef2) translation elongation factor aEF-2",-0.032622044,0.190019434,0.122479214
"2220","HVO_0354 [D4GZY1] (rps7) 30S ribosomal protein S7",0.028397894,0.288003853,0.15477299
"2221","HVO_0353 [D4GZY0] (rps12) 30S ribosomal protein S12",0.558390481,-1.239653566,-1.217759559
"2222","HVO_0351 [D4GZX8] (nusA) transcription elongation factor NusA",0.326173618,0.434650628,0.54284846
"2223","HVO_0350 [D4GZX7] (rpoA2) DNA-directed RNA polymerase subunit A''",0.066001643,0.34255365,0.427485031
"2224","HVO_0349 [D4GZX6] (rpoA1) DNA-directed RNA polymerase subunit A'",0.436034284,-0.777606814,-0.694024717
"2225","HVO_0348 [D4GZX5] (rpoB1) DNA-directed RNA polymerase subunit B'",0.569713197,-0.965713078,-0.84879967
"2226","HVO_0347 [D4GZX4] (rpoB2) DNA-directed RNA polymerase subunit B''",0.564710476,-0.984053726,-0.96660276
"2227","HVO_0346 [D4GZX3] (rpoH) DNA-directed RNA polymerase subunit H",-0.134510757,1.160479517,1.286265712
"2228","HVO_0339 [D4GZW8] (tiaS) tRNA(Ile2) 2-agmatinylcytidine synthetase TiaS",-0.017551079,-0.780777372,-1.010469133
"2229","HVO_0338 [D4GZW7] cro/C1 family transcription regulator",0.291866159,8.191169214,-0.468653298
"2230","HVO_0337 [D4GZW6] (grx1) glutaredoxin",-1.030543637,0.083002238,0.332129321
"2231","HVO_0335 [D4GZW4] (uraA3) xanthine/uracil permease family transport protein",0,0,0
"2232","HVO_0334 [D4GZW3] (apt2) purine phosphoribosyltransferase (adenine phosphoribosyltransferase, xanthine-guanine phosphoribosyltransferase)",0.102705576,-1.183924083,-1.231889633
"2233","HVO_0331 [D4GZW0] (fadM1) proline dehydrogenase",-0.209090271,-1.663817178,-1.976330391
"2234","HVO_0330 [D4GZV9] DUF502 family protein",1.3895201,1.652170007,1.13178968
"2235","HVO_0329 [D4GZV8] (ilvE) branched-chain amino acid aminotransferase",-0.134546207,0.476695153,0.504331227
"2236","HVO_0328 [D4GZV7] GalE family epimerase/dehydratase",0.667287141,-0.917591472,-0.468492942
"2237","HVO_0327 [D4GZV6] (ribB) 3,4-dihydroxy-2-butanone 4-phosphate synthase",-0.680403332,-0.20500428,-0.437363591
"2238","HVO_0326 [D4GZV5] (ribK) riboflavin kinase, CTP-dependent",-0.394152961,0.417473304,0.399936653
"2239","HVO_0324 [D4GZV3] (argS) arginine--tRNA ligase",-0.241571939,-0.249660583,-0.262069861
"2240","HVO_0322 [D4GZV1] (minD4) MinD/ParA domain protein",0.126498427,0.976791897,0.788405682
"2241","HVO_0321 [D4GZV0] (arf1) peptide chain release factor aRF-1",0.070751357,0.348609096,0.38259739
"2242","HVO_0320 [D4GZU9] small CPxCG-related zinc finger protein",-0.025760553,0.900457388,-0.125772261
"2243","HVO_0319 [D4GZU8] (atpD1) A-type ATP synthase subunit D",-0.443033226,0.940699206,0.462405988
"2244","HVO_0318 [D4GZU7] receiver/sensor/bat box HTH-10 family transcription regulator",-0.107330774,0.443650768,-0.177785012
"2245","HVO_0317 [Q48333] (atpB) A-type ATP synthase subunit B",-0.197599342,0.255961998,0.232353919
"2246","HVO_0316 [Q48332] (atpA) A-type ATP synthase subunit A",-0.107650784,0.201641411,0.14885811
"2247","HVO_0315 [Q48331] (atpF) A-type ATP synthase subunit F",-0.482113901,0.933640864,0.888262049
"2248","HVO_0314 [Q48330] (atpC) A-type ATP synthase subunit C",0.04494323,0.517858941,0.383353591
"2249","HVO_0313 [Q48329] (atpE) A-type ATP synthase subunit E",-0.587188323,0.626885709,0.345175618
"2250","HVO_0311 [D4GZU0] (atpI) A-type ATP synthase subunit I",0.201982605,0.623238325,0.560370788
"2251","HVO_0310 [D4GZT9] (atpH) A-type ATP synthase subunit H",-0.444406977,1.238097181,0.873314553
"2252","HVO_0309 [D4GZT8] (menG) probable demethylmenaquinone methyltransferase",-0.284413537,1.255040043,0.568657758
"2253","HVO_0307 [D4GZT6] conserved hypothetical protein",0.384052338,-0.091401333,-0.102722966
"2254","HVO_0306 [D4GZT5] probable transmembrane glycoprotein / HTH domain protein",0.415138953,0.714388917,0.586603165
"2255","HVO_0305 [D4GZT4] (etfB1) electron transfer flavoprotein beta subunit",-0.545370102,-1.12613643,-1.066926428
"2256","HVO_0304 [D4GZT3] (etfA1) electron transfer flavoprotein alpha subunit",-0.034020816,-2.017388784,-1.985937849
"2257","HVO_0303 [D4GZT2] (idsA2) bifunctional short chain isoprenyl diphosphate synthase",-0.044505705,0.071688691,0.13307024
"2258","HVO_0301 [D4GZT0] receiver/sensor box histidine kinase",0,0,0
"2259","HVO_0300 [D4GZS9] conserved hypothetical protein",-0.148587541,-0.910678324,-0.987916318
"2260","HVO_0298 [D4GZS7] TRAM domain protein",0.294996661,1.330087473,1.365438122
"2261","HVO_0297 [D4GZS6] (tfx) Tfx-type DNA-binding protein",-0.053400097,1.111809194,0.850097653
"2262","HVO_0296 [D4GZS5] probable oxidoreductase (short-chain dehydrogenase family)",-0.079277635,-1.798827899,-1.463956751
"2263","HVO_0294 [D4GZS3] (manC) mannose-1-phosphate guanylyltransferase",0.20688986,0.083812365,0.189978722
"2264","HVO_0292 [D4GZS1] (rpa3) replication protein A",-0.759074279,0.500149145,0.34422351
"2265","HVO_0291 [D4GZS0] (rpap3) rpa-associated protein",-0.883881521,0.833559119,0.740494866
"2266","HVO_0290 [D4GZR9] CopG domain protein",0.292251989,0.349879377,-0.036316963
"2267","HVO_0289 [D4GZR8] conserved hypothetical protein",0.629707162,0.262378909,0.578632654
"2268","HVO_0286 [D4GZR6] ADP-ribose pyrophosphatase",-0.498759883,1.709779707,1.337274432
"2269","HVO_0285 [D4GZR5] M50 family metalloprotease",1.169126704,0.089032224,-0.083167659
"2270","HVO_0284 [D4GZR4] cupin 2 barrel domain protein",0.023043072,0.478098311,0.303190144
"2271","HVO_0283 [D4GZR3] (ashA) archaea-specific helicase AshA",0.42921945,-1.345238124,-1.346892039
