"Protein.ID","H53_EL_RM_vs_H53_LL_RM","X2174_EL_RM_vs_2174_LL_RM","X2176_EL_RM_vs_2176_LL_RM","H53_EL_RM_vs_2174_EL_RM","X2176_LL_RM_vs_H53_LL_RM","H53_EL_RM_vs_H53_EL_CM","X2176_EL_RM_vs_2176_EL_CM","H53_EL_RM_vs_2176_EL_RM","H53_EL_CM_vs_2176_EL_CM","H53_LL_RM_vs_H53_EL_CM","H26_Exponential_vs_H26_Stationary","H26_Exponential_vs_HVABI_Exponential","H26_Exponential_vs_HVLON3_Exponential","H26_Stationary_vs_HVABI_Stationary","H26_Stationary_vs_HVLON3_Stationary","H26_vs_DksgA","H26_vs_DksgA_KsgA","H26_vs_DksgA_ksgA_E84A"
"HVO_2954 [D4GY06] HAD superfamily hydrolase",1.207094732,0.099255448,0.592464519,-0.32965121,0.190398025,-0.013558507,0.009544822,-0.186644174,0.500804797,-1.104262698,NA,NA,NA,NA,NA,0.144455877,0.953455338,0.479316176
"HVO_2955 [D4GY08] DEAD/DEAH box helicase",-0.544281318,-0.48450619,-0.428644369,-0.051012589,-0.12672193,-0.258897323,-0.196230857,0.042112001,0.028201894,0.246838217,0.785769193034249,-2.27028719313054,-1.22987924195209,-2.25195191780207,-2.32567123667349,0.256195051,-0.69473904,-0.801064085
"HVO_2957 [D4GY12] (lipA) lipoate synthase",-0.680702314,-0.629779539,-0.442695812,0.170172476,-0.303206542,0.365121732,-0.003657839,0.058134559,-0.225803572,0.891504139,NA,NA,NA,NA,NA,0.001781719,-0.100205338,-0.761323874
"HVO_2958 [D4GY15] (oadhA1) 2-oxo-3-methylvalerate dehydrogenase E1 component alpha subunit",-0.02828536,-0.224335409,-0.246994936,0.123285378,0.093654127,-0.14143269,-0.186592728,0.121792412,0.048449998,-0.117530599,-1.12234548033217,0.314942052282618,-0.661113579408467,1.82283417811408,1.53221294918745,-0.324636008,-0.161743055,-0.471286285
"HVO_2959 [D4GY17] (oadhB1) 2-oxo-3-methylvalerate dehydrogenase E1 component beta subunit",0.021432704,-0.004519645,-0.002530724,-0.064506157,0.033769379,-0.119918268,-0.351764981,0.043004889,-0.161406372,-0.218648047,0.537584899748443,0.431334715157593,0.221152942642512,0.328143113550926,-0.109685509662393,0.116646762,-1.509721545,-1.693395911
"HVO_2960 [D4GY19] (dsa1) dihydrolipoamide S-acyltransferase",0.460019994,0.253657379,0.248795438,0.1414714,0.126049936,0.10604192,-0.022024375,0.169142263,0.019080078,-0.308709175,-0.222893592320647,0.0795987616594725,-0.143110741857323,0.716338066266064,0.122545285308512,-0.212899374,0.854130229,0.562699323
"HVO_2961 [Q04829] (lpdA) dihydrolipoyl dehydrogenase",0.021570249,-0.039046983,-0.150520749,-0.000779924,0.153817973,-0.132198514,-0.207952218,0.052047762,-0.043354646,-0.166759563,0.829957353074916,-0.529471712666053,0.0459638146769083,-1.01121180484793,-0.808369972269856,-0.18597249,-0.443848775,-0.658932492
"HVO_2962 [D4GY23] cro/C1 family transcription regulator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.949204438,0.080844348,-0.125661265
"HVO_2962 [D4GY23] cro/C1 family transcription regulator<|>HVO_A0313 [D4GQZ0] cro/C1 family transcription regulator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71697883,-0.284680397,-0.135550288
"HVO_2963 [D4GY25] DUF2178 family protein",-0.625916552,0.912398057,-0.539292119,-0.271772385,0.179027548,-0.492989613,-0.167903983,-0.355255848,-0.021091371,0.022607489,NA,NA,NA,NA,NA,NA,NA,NA
"HVO_2965 [D4GY31] (serB) phosphoserine phosphatase",-1.015971414,-0.144961504,-0.071663461,-0.950791259,0.014453576,-0.520841285,0.249301798,-1.197318536,-0.247339025,0.574242183,-0.00468893391848643,-0.804051480181986,0.0474994793498155,-1.11861161457217,-1.41269426159712,-0.243192582,0.892926372,0.648517817
"HVO_2966 [D4GY33] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,-0.461072153,1.150327242,1.010734973
"HVO_2967 [D4GY34] conserved hypothetical protein",1.49495705,1.80947037,1.68225849,-0.183005726,-0.038732275,-0.01186732,0.411713937,-0.165518038,0.274389518,-1.510579329,-0.638422399302057,0.00103570350957891,3.0306568569191,1.86793781834616,2.54859318153771,-0.559847437,-1.241098891,-0.925615764
"HVO_2968 [D4GY36] (serA3) D-3-phosphoglycerate dehydrogenase",-0.187021127,-0.031874704,-0.024928486,-0.215947655,-0.004430942,-0.075274026,-0.040527391,-0.137870665,-0.086941551,0.147922461,0.188553755683174,-0.275910778030978,0.0580486969228652,-0.582043356604939,0.0239830111924595,-0.316680899,-0.650974982,-0.318549883
"HVO_2969 [D4GY38] (thrC3) threonine synthase",-0.590475942,-0.348214413,-0.476532072,-0.246398164,-0.152587541,-0.370693596,-0.292224209,0.053629715,0.06942214,0.177517129,0.432857071825634,-0.360968320656744,0.403991466305363,-0.816658984920347,-0.175179019864733,0.19262838,-0.430525494,-0.275037937
"HVO_2970 [D4GY41] TrmB family transcription regulator",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-1.00796223,1.813014507,1.659089604
"HVO_2971 [D4GY43] conserved hypothetical protein",0,0,0,0,-0.57312352,0,0,0,0,1.43921143,NA,NA,NA,NA,NA,-0.971137529,2.07243752,1.912689122
"HVO_2972 [D4GY45] conserved hypothetical protein",-0.931658106,-0.753813085,-1.085576901,-0.121042733,0.068862235,-0.260817482,-0.024890671,0.132551971,0.314811668,0.708009415,NA,NA,NA,NA,NA,-0.060241125,1.70329301,1.107392053
"HVO_2974 [D4GY48] cupin 2 barrel domain protein",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-0.436850327,0.857617965,0.422257717
"HVO_2975 [D4GY49] conserved hypothetical protein",-1.252964964,-0.736379328,-0.888393199,0.02097676,-0.309249921,0.182285183,0.310562576,-0.026311382,0.031883256,1.398527832,-0.571365098935652,-2.21142319014492,1.72563539176229,0.534125951883327,1.70725706807505,0,0,0
"HVO_2976 [D4GY51] (cstA) carbon starvation protein CstA",-0.263689683,0.01769439,0.332821739,0.145895126,-0.357337938,-0.128534282,0.57287783,-0.222568383,0.50443458,0.114068525,-0.00427794771824203,-0.77547749449087,-0.661534349230016,1.77162671574034,0.540241058797887,NA,NA,NA
"HVO_2977 [D4GY53] (arsA2) ArsA family ATPase",-0.083166571,0.162390483,-0.110030486,-0.157712606,-0.123681412,-0.165968996,0.183913075,0.134940078,0.462921451,-0.087547755,0.569878221437818,1.23762148248538,-0.23501422238262,0.73199581140929,-1.24259862791669,-0.017866196,-2.083308671,-1.923045428
"HVO_2979 [D4GY57] CobW domain protein",-0.014010665,0.193287058,0.068123596,0.067806589,-0.394040311,0.080266506,0.215094722,0.360158273,0.606096869,0.010062664,NA,NA,NA,NA,NA,-1.181451877,-2.013464004,-2.799473989
"HVO_2981 [D4GY62] (upp) uracil phosphoribosyltransferase",-1.034357839,-0.624327318,-0.549748084,-0.592519992,-0.209363746,-0.822879943,-0.323417056,-0.421797593,0.100300287,0.305537399,0.325233146338479,-1.00367306627654,-0.0142039430771286,-0.749898003524738,-0.356832072021365,-1.059274656,1.482526001,0.865064599
"HVO_2982 [D4GY64] small CPxCG-related zinc finger protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.422658859,1.268894895,0.755225582
"HVO_2983 [D4GY65] IMPACT family protein",0.098033855,0.244511076,-0.129707958,-0.160427574,0.145558434,-0.395872191,-0.085786754,0.026367491,0.447617169,-0.550827927,NA,NA,NA,NA,NA,0.036524583,0.203728372,0.044184651
"HVO_2983A [A0A1C9J6Y9] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.033944199,0.505547792,0.632134063
"HVO_2984 [D4GY66] (trpY) probable repressor of tryptophan metabolism TrpY",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-0.2936163,0.720035523,0.540552348
"HVO_2985 [D4GY68] conserved hypothetical protein",-0.688897847,0.791158008,0.601479543,-1.184306794,0.011600908,-0.950119789,0.686598187,-1.190489843,0.480864897,-0.615461355,2.20964714437364,-0.244211598232881,1.08193045401596,-1.01735777455814,-0.548972109320192,-0.625185344,1.339973383,1.236559296
"HVO_2986 [D4GY70] (hisB) imidazoleglycerol-phosphate dehydratase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"HVO_2988 [D4GY74] (hisA) 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase",0.630652027,0.72604628,0.494351226,-0.198243739,0.549177005,-0.103566205,0.039941184,-0.091219145,0.010005188,-0.961387055,0.642946133847177,-0.80139027052225,0.322812177078119,-1.61000474494013,-1.1273580133075,-0.377603477,1.814693881,1.791882461
"HVO_2989 [D4GY77] (pmm4) phosphohexomutase (phosphoglucomutase / phosphomannomutase)",-0.270566931,-0.397355211,-0.240502724,0.065356978,0.006315265,0.10148406,0.129990152,-0.041375633,0.025498815,0.360613333,0.538575888859518,-0.414287592380004,0.0276736877462857,-0.875722085623753,-0.75186352113473,-0.140553952,0.209927991,0.166781814
"HVO_2992 [D4GY83] (hisI) phosphoribosyl-AMP cyclohydrolase",0.517031099,0.148021566,0.062726664,0.095461013,0.17638084,-0.067452343,-0.216569892,0.336072522,0.155020589,-0.591250359,NA,NA,NA,NA,NA,-0.394880986,0.685769826,0.614583755
"HVO_2993 [D4GY85] (pibD) prepilin/prearchaellin peptidase",-1.25117853,0.019507093,-0.753676995,-1.241701477,-0.566144167,-1.600827793,-0.514971228,0.038470599,1.159120862,-0.372546453,-1.88812589235243,1.15986037288513,0.180070436512703,3.68574642760889,2.25913875587869,0.969757946,0.068480901,-0.149155975
"HVO_2995 [D4GY89] (fdx) ferredoxin (2Fe-2S)",0.550057652,0.853799591,0.441888623,0.013369696,0.112866362,-0.489352998,-0.061033245,-0.059742324,0.396956274,-0.849057846,-4.11136407372909,-3.53396349353684,-1.75333940316955,1.12011256078986,0.864602970548211,-0.613001497,0.776318449,0.64334877
"HVO_2996 [D4GY91] transport protein (probable substrate phosphate/sulfate)",0.19408428,-0.103530836,0.270118809,0.196497823,-0.140915513,0.302936152,0.084460188,0.054378413,-0.029116298,0.071221437,-1.96465255632707,0.0222518229601837,0.184869907696834,2.60220737196367,1.04442673584284,0.680836213,-0.515417302,-0.350237446
"HVO_2997 [D4GY92] (metY2) O-acetylhomoserine aminocarboxypropyltransferase (methionine synthase)",1.713361247,2.137167592,1.846468567,-0.322172954,0.132356678,0.176364398,0.324916676,-0.019907254,0.068199006,-1.694693929,0.338012157629114,0.358989865019757,0.26954661295875,0.479157296369341,0.586773672337374,-0.157975689,-0.237633445,0.125891348
"HVO_2998 [D4GY94] (metX) homoserine O-acetyltransferase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.205091838618402,0.0913436912989463,-0.118353602458447,0.614113678694232,-0.437849758116949,-0.064421274,-0.723570796,-0.462955585
"HVO_2999 [D4GY96] (metY1) O-acetylhomoserine aminocarboxypropyltransferase (methionine synthase)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44707174069945,0.265904797083778,-0.134954730939937,-1.30047719490698,-1.52242705309755,NA,NA,NA
"HVO_3000 [D4GY98] (ligN) DNA ligase (NAD)",0.203722034,0.171291639,0.094879305,0.038532937,-0.056616153,0.096446438,-0.026649622,0.087346515,-0.054222203,-0.04603279,0.458114930195395,-1.00763067944947,0.183353021794159,-1.01908034435482,-0.856192043289446,-0.438736703,0.148855189,-0.089188317
"HVO_3001 [D4GYA0] ABC-type transport system permease protein",-1.258914192,-0.067210656,-1.098769917,-1.416891324,0.019247397,-1.15643643,-0.818941832,-0.175968159,0.129707474,0.146974544,-1.55587269810803,2.25747418518605,1.06801174504213,3.89835142737158,2.29843719270309,0.70621196,0.077103896,-0.389067892
"HVO_3002 [D4GYA3] ABC-type transport system ATP-binding protein",-1.087741606,-0.317259107,-0.900898817,-0.96629793,-0.337731625,-0.968114402,-0.392916508,0.126307959,0.716037673,0.160569294,-0.808327860440844,0.708680722124692,0.401574481123868,1.27793008962783,1.77077648629909,-0.190685315,0.101929995,-0.473645075
"HVO_3003 [D4GYA4] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.388121531,1.044010654,0.900372416
"HVO_3005 [D4GYB1] (htr15b) transducer protein Htr15",-1.659972141,-1.456369303,-1.129348451,-1.661031091,0.730706966,-1.408394485,-0.735849446,-0.764813481,0.17763075,0.540647475,NA,NA,NA,NA,NA,-0.343643034,1.342518405,0.320181619
"HVO_3006 [D4GYB4] (uvrC) UvrABC system protein C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.365629031,-0.198980198,-0.276934567
"HVO_3007 [Q9P9L2] (mdh) malate dehydrogenase",0.36262377,0.503624491,0.538649272,0.045685163,-0.02624712,0.13331623,-0.089799755,-0.034201233,-0.220011907,-0.294595944,0.00348503576297943,-0.322943200530252,-0.691306596393119,0.494152184765409,-0.138359457578849,-0.284539891,-0.369710361,-0.483898087
"HVO_3008 [D4GYB7] UPF0148 family protein",1.052360939,1.049625049,0.944310559,-0.089233177,0.136015604,0.064095649,0.033881061,0.020174093,-0.037387965,-0.992723314,-0.312739871684737,1.20000370744328,0.102694216040647,2.14112518181839,0.23372811846256,0.156221966,-0.559305741,-0.764656102
"HVO_3009 [D4GYB9] UspA domain protein",0.979408624,0.868643437,1.086652781,-0.34677056,0.354053505,-0.009666077,0.241102618,-0.556513516,-0.793909339,-1.057685311,NA,NA,NA,NA,NA,-0.941349591,1.459432985,1.099035995
"HVO_3010 [D4GYC2] (hef) ATP-dependent RNA helicase/nuclease Hef",-0.372563798,-0.136141516,-0.235437656,-0.190694797,-0.196607822,-0.288606818,-0.204936666,0.053614405,0.156354087,0.057717889,1.52351890073118,0.690518690250327,0.313781621026539,-0.703083248665443,-0.583247499947356,-0.145209198,0.212581662,-0.090080238
"HVO_3011 [D4GYC4] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.066613933,0.660782579,0.661655537
"HVO_3012 [D4GYC6] (oapC) origin-associated protein OapC",-1.095954344,0.561652637,0.376195537,-1.114432641,0.333803367,-1.79871677,0.507350354,-1.461361796,0.42206236,-0.540971882,NA,NA,NA,NA,NA,-0.335021186,0.847806162,0.199655892
"HVO_3013 [D4GYC7] (oapB) origin-associated protein OapB",0.292824586,0.272614024,0.31871619,0.183391333,-0.031192582,-0.193694906,-0.217337883,0.16521164,0.117004983,-0.526734874,-0.232392866911245,-0.784612346266524,-0.716715332226275,-0.623761076702574,-0.410818131604631,-0.060430672,1.182535262,0.81588
"HVO_3014 [D4GYC9] (oapA) origin-associated GTP-binding protein OapA",-0.346577436,-0.054923452,0.030369549,-0.00228123,-0.223317833,-0.339165751,-0.206447273,-0.183585223,-0.029819093,0.051438799,-0.234364334006725,0.26618426093441,-0.405311364374551,0.699656688255021,0.323279432778066,0.279449354,-0.266480279,-0.763561102
"HVO_A0001 [D4GQ34] (orc3) Orc1-type DNA replication protein",-0.031587372,-0.012003817,0.129640056,-0.201079044,-0.02683896,-0.294408635,-0.058593378,-0.120669474,-0.139845997,-0.24276307,NA,NA,NA,NA,NA,0.427757846,-1.041256385,-0.636917414
"HVO_A0002 [D4GQ35] conserved hypothetical protein",-0.687726976,1.506961978,1.417770069,-1.146461888,-0.707931692,-1.213766139,0.111229607,-1.436121107,0.029482378,-0.376065668,NA,NA,NA,NA,NA,-0.276734703,1.053589554,0.971889444
"HVO_A0003 [D4GQ36] (parA3) ParA domain protein",0.583144199,0.630769254,0.63424336,-0.11442455,0.04497948,-0.095672245,0.091355404,-0.066008402,0.088746595,-0.760966023,-0.841475077036151,-0.119061882391712,-0.393251483767489,0.942270663317713,1.66791568540961,0.245558182,-0.263372125,-0.122277944
"HVO_A0005 [D4GQ37] integrase family protein",-0.67997092,-0.635976008,-0.287151665,-0.079436368,-0.353955189,-0.293920638,-0.062220257,-0.103526144,0.06257268,0.325765028,NA,NA,NA,NA,NA,-0.274926486,0.480418249,0.484629493
"HVO_A0006 [D4GQ38] adenine specific DNA methyltransferase (nonfunctional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.089870221,4.125133358,9.092218161
"HVO_A0009 [D4GQ41] probable S-adenosylmethionine-dependent methyltransferase",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.264948795,2.226291449,-0.306506199
"HVO_A0009 [D4GQ41] probable S-adenosylmethionine-dependent methyltransferase<|>HVO_A0434 [D4GRA0] probable S-adenosylmethionine-dependent methyltransferase (nonfunctional)",0.702864166,1.625954375,1.725499767,-0.563522014,0.103525724,0.208718288,3.68457393,-0.544153919,-0.249336763,-1.263984204,NA,NA,NA,NA,NA,0,0,0
"HVO_A0010 [D4GQ42] DUF2204 family protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.386142725,0.247659112,0.171898229
"HVO_A0010 [D4GQ42] DUF2204 family protein<|>HVO_A0435 [D4GRA1] DUF2204 family protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214247964,0.361653978,0.605924057
"HVO_A0011 [D4GQ43] ArsR family transcription regulator",0.356682343,-1.325610644,-0.715947918,0.671135797,0.240704597,0.277252538,-1.099442332,0.82466287,-0.604184944,-0.084508698,NA,NA,NA,NA,NA,NA,NA,NA
"HVO_A0011 [D4GQ43] ArsR family transcription regulator<|>HVO_A0436 [D4GRA2] ArsR family transcription regulator",0.656949232,-2.612496799,-0.168692408,1.040348773,1.082751616,-0.415039549,0.016190639,-0.286497487,0.197639846,-0.618529087,NA,NA,NA,NA,NA,0,0,0
"HVO_A0012 [D4GQ44] hypothetical protein",0.898148271,1.595234917,1.480536014,-0.539700195,-0.45835948,-0.077381603,0.465081151,-0.228247493,0.374826538,-0.846350073,-0.135562891760796,-0.488516409732106,1.92768832836267,-0.303487985176666,-0.122742596892816,-0.038220691,0.340887754,0.224498021
"HVO_A0013 [D4GQ45] conserved hypothetical protein",1.857427491,1.235713259,1.54684514,0.487835324,-0.236989996,0.793468938,0.23374601,0.544289866,0.021948277,-1.097277284,NA,NA,NA,NA,NA,-0.509056633,-0.33032527,-0.82981363
"HVO_A0021 [D4GQ53] conserved hypothetical protein",-0.399944572,-0.548355263,-0.229017661,0.169278039,-0.122383019,-0.025406065,0.158888085,-0.065790488,0.004317632,0.366206357,0,0,0,0,0,-3.61059195,-2.570486193,-3.965539254
"HVO_A0026 [D4GQ57] (tfb9) transcription initiation factor TFB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0926190328402001,1.24875720103495,0.273973111108647,1.0392941197148,1.18111755667446,NA,NA,NA
"HVO_A0027 [D4GQ59] HTH domain protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"HVO_A0027 [D4GQ59] HTH domain protein<|>HVO_A0397 [D4GR63] HTH domain protein",-0.777118603,0.018726384,0.458849288,-0.40534051,-0.680445801,-0.485730721,0.166182572,-0.555816677,0.100991003,0.252479355,NA,NA,NA,NA,NA,-2.24634985,-0.152840234,-1.035312345
"HVO_A0028 [D4GQ60] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"HVO_A0035 [D4GQ67] (cetZ4) FtsZ family protein CetZ, type III",0,0,0,0,-0.269078595,0,0,0,0,1.750433096,0,0,0,0,0,NA,NA,NA
"HVO_A0037 [D4GQ69] conserved hypothetical protein",-0.530490326,-0.624281971,-0.245857696,-0.123342392,-0.090578538,0.081907145,-0.027989541,-0.18004647,-0.272526552,0.600829316,NA,NA,NA,NA,NA,NA,NA,NA
"HVO_A0039 [D4GQ71] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0735175641582296,1.474330664624,5.02826996492041,2.52568000184618,5.40044004003622,NA,NA,NA
"HVO_A0040 [D4GQ72] small CPxCG-related zinc finger protein",0.749648855,0.04014458,0.329385182,0.464196244,-0.030088499,0.548930193,0.200412557,0.411435723,0.035585215,-0.218740065,NA,NA,NA,NA,NA,NA,NA,NA
"HVO_A0041 [D4GQ73] hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,12.819481575813,2.03785690789961,NA,NA,NA
"HVO_A0045 [D4GQ77] (htpX3) HtpX-like protease",-0.764946648,-0.788296488,-0.343106983,0.001571885,-0.151175567,0.003697298,0.176185893,-0.15035447,-0.024469244,0.648646683,-1.01739778315568,1.55293089341803,0.652700389285308,2.288529805981,1.7914396672834,2.566057511,4.83292498,2.741999642
"HVO_A0047 [D4GQ79] UspA domain protein",0.682724849,0.783635082,0.595369134,-0.115862203,0.408546735,-0.203434734,0.010282546,-0.113882125,0.162401351,-1.082726982,0.523874567206116,-2.92182680045993,-0.807995550456101,0.538384524157273,-1.35010205668724,-6.286509345,-5.255254899,-6.016393001
"HVO_A0047 [D4GQ79] UspA domain protein<|>HVO_A0496 [D4GRF9] UspA domain protein",1.488398563,1.572784775,1.558198727,-0.062618514,-0.0805926,0.153656556,-0.787268176,-0.041097682,-1.001854529,-1.294749066,-0.271415339919179,-0.80543885584398,-0.240366372209112,0.236987420470227,0.705178545812568,NA,NA,NA
"HVO_A0048 [D4GQ80] conserved hypothetical protein",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.751013867,0.275272422,0.293192807
"HVO_A0049 [D4GQ81] DUF21/CBS domain protein",-0.155566145,-0.499586372,-0.380512492,0.265876591,0.06908757,0.421215181,0.216812083,0.170359396,-0.033877978,0.615915406,-1.27505088460146,1.75374442369766,0.258066679098041,2.95508296470975,1.67560397120881,1.474804508,1.068652007,0.901674429
"HVO_A0060 [D4GQ92] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.01178032434956,-1.61942899573842,0.933966762147804,1.47538445127135,0.875778687284928,NA,NA,NA
"HVO_A0061 [D4GQ93] SWIM zinc finger domain protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"HVO_A0064 [D4GQ96] (orc13) Orc1-type DNA replication protein",-0.378705114,-0.345515225,-0.385439262,-0.080355069,0.093339781,0.0951789,0.038063562,0.035930897,0.007497276,0.487171037,0.91403579458156,-2.06660999625415,-0.319401146336068,-3.80913309680183,-3.00692487471356,-0.575645202,0.415501207,0.49016138
"HVO_A0067 [D4GQ99] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.36750902931531,0.909481460966758,-0.841079227930531,3.3296710074286,2.87319260971701,NA,NA,NA
"HVO_A0074 [D4GQA6] AAA-type ATPase domain protein",0.947401304,0.507715182,0.762620202,-0.131488483,-0.029769668,0.574398743,0.19453114,0.767380317,0.371600664,-0.815345555,NA,NA,NA,NA,NA,NA,NA,NA
"HVO_A0078 [D4GQB0] SNF2/RAD54 helicase domain protein (nonfunctional)",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"HVO_A0082 [D4GQB4] IclR family transcription regulator",1.254406258,0.998776375,1.306343678,0.203889708,-0.214241985,0.352463651,0.034388858,0.226176081,-0.110739974,-0.872819088,NA,NA,NA,NA,NA,3.536484868,3.234578145,2.883695082
"HVO_A0083 [D4GQB5] Rieske-type iron-sulfur protein (2Fe-2S)",-0.70367963,-0.427278144,-0.494087988,-0.513822769,-0.039512458,-0.405197747,0.089259301,-0.133342976,0.333946633,0.279911898,NA,NA,NA,NA,NA,6.722939437,4.974864346,4.890148835
